dateTime,download,upload,device
Sat 30 Jan 13:00:01  2021,89.54,27.42,cowpi-0abe
Sat 30 Jan 13:30:01  2021,71.27,19.31,cowpi-0abe
Sat 30 Jan 14:00:01  2021,80.8,24.77,cowpi-0abe
Sat 30 Jan 14:30:01  2021,88.53,29.54,cowpi-0abe
Sat 30 Jan 15:00:01  2021,86.05,20.82,cowpi-0abe
Sat 30 Jan 15:30:01  2021,88.28,24.96,cowpi-0abe
Sat 30 Jan 16:00:01  2021,90.74,22.61,cowpi-0abe
Sat 30 Jan 16:30:01  2021,86.45,33.67,cowpi-0abe
Sat 30 Jan 17:00:01  2021,84.58,28.76,cowpi-0abe
Sat 30 Jan 17:30:01  2021,88.6,29.45,cowpi-0abe
Sat 30 Jan 18:00:01  2021,82.56,23.29,cowpi-0abe
Sat 30 Jan 18:30:01  2021,87.22,22.9,cowpi-0abe
Sat 30 Jan 19:00:01  2021,85.9,24.11,cowpi-0abe
Sat 30 Jan 19:30:01  2021,85.74,26.54,cowpi-0abe
Sat 30 Jan 20:00:01  2021,83.89,27.05,cowpi-0abe
Sat 30 Jan 20:30:01  2021,91.37,30.37,cowpi-0abe
Sat 30 Jan 21:00:01  2021,83.5,27.42,cowpi-0abe
Sat 30 Jan 21:30:01  2021,84.59,23.26,cowpi-0abe
Sat 30 Jan 22:00:01  2021,87.84,25.73,cowpi-0abe
Sat 30 Jan 22:30:02  2021,76.53,19.35,cowpi-0abe
Sat 30 Jan 23:00:01  2021,86.69,26.4,cowpi-0abe
Sat 30 Jan 23:30:01  2021,89.82,27.18,cowpi-0abe
Sun 31 Jan 00:00:01  2021,85.99,27.23,cowpi-0abe
Sun 31 Jan 00:30:02  2021,89.78,24.91,cowpi-0abe
Sun 31 Jan 01:00:01  2021,83.95,18.35,cowpi-0abe
Sun 31 Jan 01:30:01  2021,75.34,30.18,cowpi-0abe
Sun 31 Jan 02:00:02  2021,91.94,26.95,cowpi-0abe
Sun 31 Jan 02:30:01  2021,87.67,23.47,cowpi-0abe
Sun 31 Jan 03:00:01  2021,91.57,20.46,cowpi-0abe
Sun 31 Jan 03:30:01  2021,80.68,23.77,cowpi-0abe
Sun 31 Jan 04:00:02  2021,80.4,23.41,cowpi-0abe
Sun 31 Jan 04:30:01  2021,81.29,31.02,cowpi-0abe
Sun 31 Jan 05:00:01  2021,89.33,26,cowpi-0abe
Sun 31 Jan 05:30:01  2021,85.16,23.96,cowpi-0abe
Sun 31 Jan 06:00:01  2021,89.04,23.4,cowpi-0abe
Sun 31 Jan 06:30:01  2021,81.64,24.5,cowpi-0abe
Sun 31 Jan 07:00:01  2021,86.07,23.27,cowpi-0abe
Sun 31 Jan 07:30:01  2021,76.27,23.18,cowpi-0abe
Sun 31 Jan 08:00:01  2021,10.23,10.04,cowpi-0abe
Sun 31 Jan 08:30:01  2021,85.75,23.89,cowpi-0abe
Sun 31 Jan 09:00:01  2021,84.49,22.9,cowpi-0abe
Sun 31 Jan 09:30:01  2021,84.93,22.73,cowpi-0abe
Sun 31 Jan 10:00:01  2021,85.2,17.86,cowpi-0abe
Sun 31 Jan 10:30:01  2021,88.1,21.21,cowpi-0abe
Sun 31 Jan 11:00:01  2021,82.75,17.36,cowpi-0abe
Sun 31 Jan 11:30:01  2021,86.04,19.5,cowpi-0abe
Sun 31 Jan 12:00:01  2021,80.26,26.52,cowpi-0abe
Sun 31 Jan 12:30:01  2021,83.17,29.42,cowpi-0abe
Sun 31 Jan 13:00:01  2021,89.49,31.35,cowpi-0abe
Sun 31 Jan 13:30:02  2021,86.54,28.09,cowpi-0abe
Sun 31 Jan 14:00:01  2021,80.93,30.63,cowpi-0abe
Sun 31 Jan 14:30:01  2021,79.65,33.2,cowpi-0abe
Sun 31 Jan 15:00:01  2021,84.9,30.86,cowpi-0abe
Sun 31 Jan 15:30:01  2021,82.87,33.17,cowpi-0abe
Sun 31 Jan 16:00:01  2021,88.37,33.2,cowpi-0abe
Sun 31 Jan 16:30:01  2021,87.3,34.44,cowpi-0abe
Sun 31 Jan 17:00:01  2021,89.75,37.95,cowpi-0abe
Sun 31 Jan 17:30:01  2021,85.72,31.7,cowpi-0abe
Sun 31 Jan 18:00:01  2021,84.72,33.04,cowpi-0abe
Sun 31 Jan 18:30:01  2021,87.29,36.93,cowpi-0abe
Sun 31 Jan 19:00:01  2021,86.16,36.82,cowpi-0abe
Sun 31 Jan 19:30:01  2021,74.08,22.68,cowpi-0abe
Sun 31 Jan 20:00:01  2021,72.41,21.16,cowpi-0abe
Sun 31 Jan 20:30:01  2021,85.78,23,cowpi-0abe
Sun 31 Jan 21:00:01  2021,83.04,21.96,cowpi-0abe
Sun 31 Jan 21:30:02  2021,86.43,33.07,cowpi-0abe
Sun 31 Jan 22:00:01  2021,67.7,33.39,cowpi-0abe
Sun 31 Jan 22:30:01  2021,90.63,36.97,cowpi-0abe
Sun 31 Jan 23:00:01  2021,87.23,33.28,cowpi-0abe
Sun 31 Jan 23:30:01  2021,84.72,34.67,cowpi-0abe
Mon  1 Feb 00:00:01  2021,90.51,29.98,cowpi-0abe
Mon  1 Feb 00:30:01  2021,88.73,37.04,cowpi-0abe
Mon  1 Feb 01:00:01  2021,87.67,37.46,cowpi-0abe
Mon  1 Feb 01:30:01  2021,52.24,5.78,cowpi-0abe
Mon  1 Feb 02:00:01  2021,85.23,24.88,cowpi-0abe
Mon  1 Feb 02:30:01  2021,91.95,36.08,cowpi-0abe
Mon  1 Feb 03:00:01  2021,85.07,40.18,cowpi-0abe
Mon  1 Feb 03:30:01  2021,89.3,36.71,cowpi-0abe
Mon  1 Feb 04:00:01  2021,77.64,32.54,cowpi-0abe
Mon  1 Feb 04:30:01  2021,82.04,37.56,cowpi-0abe
Mon  1 Feb 05:00:01  2021,88.04,34.8,cowpi-0abe
Mon  1 Feb 05:30:01  2021,89.87,27.12,cowpi-0abe
Mon  1 Feb 06:00:01  2021,90.48,36.32,cowpi-0abe
Mon  1 Feb 06:30:01  2021,68.57,22.3,cowpi-0abe
Mon  1 Feb 07:00:01  2021,73.35,20.98,cowpi-0abe
Mon  1 Feb 07:30:01  2021,83.66,33.91,cowpi-0abe
Mon  1 Feb 08:00:02  2021,85.6,38.2,cowpi-0abe
Mon  1 Feb 08:30:01  2021,89.59,40.36,cowpi-0abe
Mon  1 Feb 09:00:01  2021,86.71,35.52,cowpi-0abe
Mon  1 Feb 09:30:01  2021,33.09,6.96,cowpi-0abe
Mon  1 Feb 10:00:01  2021,72.22,24.48,cowpi-0abe
Mon  1 Feb 10:30:01  2021,83.72,33.34,cowpi-0abe
Mon  1 Feb 11:00:01  2021,91.4,39.03,cowpi-0abe
Mon  1 Feb 11:30:01  2021,77.91,27.01,cowpi-0abe
Mon  1 Feb 12:00:01  2021,63.91,4.03,cowpi-0abe
Mon  1 Feb 12:30:01  2021,88.73,37.84,cowpi-0abe
Mon  1 Feb 13:00:02  2021,90.32,39.33,cowpi-0abe
Mon  1 Feb 13:30:01  2021,87.42,38.18,cowpi-0abe
Mon  1 Feb 14:00:01  2021,89.94,29.85,cowpi-0abe
Mon  1 Feb 14:30:02  2021,89.91,31.68,cowpi-0abe
Mon  1 Feb 15:00:01  2021,83.59,33.67,cowpi-0abe
Mon  1 Feb 15:30:01  2021,80.24,33.17,cowpi-0abe
Mon  1 Feb 16:00:01  2021,84.21,36.05,cowpi-0abe
Mon  1 Feb 16:30:01  2021,88.82,31.36,cowpi-0abe
Mon  1 Feb 17:00:01  2021,85.18,34.05,cowpi-0abe
Mon  1 Feb 17:30:01  2021,65.96,19.96,cowpi-0abe
Mon  1 Feb 18:00:01  2021,68.36,22.54,cowpi-0abe
Mon  1 Feb 18:30:01  2021,15.76,6.62,cowpi-0abe
Mon  1 Feb 19:00:01  2021,6.68,23.25,cowpi-0abe
Mon  1 Feb 19:30:01  2021,75.65,29,cowpi-0abe
Mon  1 Feb 20:00:01  2021,79.54,29.89,cowpi-0abe
Mon  1 Feb 20:30:02  2021,70.39,28.4,cowpi-0abe
Mon  1 Feb 21:00:01  2021,80.84,28.61,cowpi-0abe
Mon  1 Feb 21:30:01  2021,75.21,25.85,cowpi-0abe
Mon  1 Feb 22:00:01  2021,67.36,28.2,cowpi-0abe
Mon  1 Feb 22:30:01  2021,77.31,30.92,cowpi-0abe
Mon  1 Feb 23:00:01  2021,79.53,34.64,cowpi-0abe
Mon  1 Feb 23:30:01  2021,75.78,26.56,cowpi-0abe
Tue  2 Feb 00:00:01  2021,68.68,32.69,cowpi-0abe
Tue  2 Feb 00:30:01  2021,43.81,6.57,cowpi-0abe
Tue  2 Feb 01:00:01  2021,72.97,17.26,cowpi-0abe
Tue  2 Feb 01:30:01  2021,53.58,6.06,cowpi-0abe
Tue  2 Feb 02:00:01  2021,73.44,6.43,cowpi-0abe
Tue  2 Feb 02:30:01  2021,77.63,24.32,cowpi-0abe
Tue  2 Feb 03:00:01  2021,86.39,24.78,cowpi-0abe
Tue  2 Feb 03:30:01  2021,81.74,23.47,cowpi-0abe
Tue  2 Feb 04:00:01  2021,73.86,25.74,cowpi-0abe
Tue  2 Feb 04:30:01  2021,76.15,30.54,cowpi-0abe
Tue  2 Feb 05:00:01  2021,87.16,31.02,cowpi-0abe
Tue  2 Feb 05:30:02  2021,51.32,7.04,cowpi-0abe
Tue  2 Feb 06:00:02  2021,60.69,6.42,cowpi-0abe
Tue  2 Feb 06:30:01  2021,81.63,18.6,cowpi-0abe
Tue  2 Feb 07:00:01  2021,64.71,5.98,cowpi-0abe
Tue  2 Feb 07:30:01  2021,78.53,36.92,cowpi-0abe
Tue  2 Feb 08:00:01  2021,81.3,31.48,cowpi-0abe
Tue  2 Feb 08:30:01  2021,74.52,6.02,cowpi-0abe
Tue  2 Feb 09:00:01  2021,68.55,6.04,cowpi-0abe
Tue  2 Feb 09:30:01  2021,73.24,5.86,cowpi-0abe
Tue  2 Feb 10:00:01  2021,74.72,19.13,cowpi-0abe
Tue  2 Feb 10:30:01  2021,59.21,33.61,cowpi-0abe
Tue  2 Feb 11:00:01  2021,53.63,23.91,cowpi-0abe
Tue  2 Feb 11:30:02  2021,72.85,33.58,cowpi-0abe
Tue  2 Feb 12:00:01  2021,84.43,32.06,cowpi-0abe
Tue  2 Feb 12:30:01  2021,86.66,33.45,cowpi-0abe
Tue  2 Feb 13:00:01  2021,,,cowpi-0abe
Tue  2 Feb 13:30:01  2021,,,cowpi-0abe
Tue  2 Feb 14:00:01  2021,68.53,7.35,cowpi-0abe
Tue  2 Feb 14:30:01  2021,52.25,34.63,cowpi-0abe
Tue  2 Feb 15:00:01  2021,46.85,23.07,cowpi-0abe
Tue  2 Feb 15:30:01  2021,58.69,29.83,cowpi-0abe
Tue  2 Feb 16:00:01  2021,45.5,28.83,cowpi-0abe
Tue  2 Feb 16:30:01  2021,73.08,20.73,cowpi-0abe
Tue  2 Feb 17:00:01  2021,63.01,23.18,cowpi-0abe
Tue  2 Feb 17:30:01  2021,58.03,13.19,cowpi-0abe
Tue  2 Feb 18:00:01  2021,62.4,28.9,cowpi-0abe
Tue  2 Feb 18:30:01  2021,68.61,26.88,cowpi-0abe
Tue  2 Feb 19:00:01  2021,68.38,30.64,cowpi-0abe
Tue  2 Feb 19:30:01  2021,78.38,26.95,cowpi-0abe
Tue  2 Feb 20:00:01  2021,61.91,27.2,cowpi-0abe
Tue  2 Feb 20:30:01  2021,74,31.81,cowpi-0abe
Tue  2 Feb 21:00:01  2021,76.5,30.19,cowpi-0abe
Tue  2 Feb 21:30:01  2021,62.32,26.86,cowpi-0abe
Tue  2 Feb 22:00:01  2021,70.16,26.39,cowpi-0abe
Tue  2 Feb 22:30:01  2021,24.79,11.45,cowpi-0abe
Tue  2 Feb 23:00:01  2021,73.23,24.5,cowpi-0abe
Tue  2 Feb 23:30:01  2021,69.62,20.41,cowpi-0abe
Wed  3 Feb 00:00:01  2021,73.59,18.82,cowpi-0abe
Wed  3 Feb 00:30:01  2021,23.51,11.33,cowpi-0abe
Wed  3 Feb 01:00:01  2021,76.47,21.32,cowpi-0abe
Wed  3 Feb 01:30:01  2021,72.03,27.59,cowpi-0abe
Wed  3 Feb 02:00:01  2021,85.93,31.14,cowpi-0abe
Wed  3 Feb 02:30:01  2021,82.45,29.87,cowpi-0abe
Wed  3 Feb 03:00:01  2021,77.19,25.78,cowpi-0abe
Wed  3 Feb 03:30:01  2021,76.59,20.88,cowpi-0abe
Wed  3 Feb 04:00:01  2021,77.99,18.08,cowpi-0abe
Wed  3 Feb 04:30:01  2021,64.2,12.35,cowpi-0abe
Wed  3 Feb 05:00:01  2021,77.2,17.96,cowpi-0abe
Wed  3 Feb 05:30:01  2021,75.43,18.63,cowpi-0abe
Wed  3 Feb 06:00:01  2021,75.84,21.54,cowpi-0abe
Wed  3 Feb 06:30:01  2021,60.74,11.45,cowpi-0abe
Wed  3 Feb 07:00:02  2021,56.7,10.02,cowpi-0abe
Wed  3 Feb 07:30:01  2021,71.98,31.33,cowpi-0abe
Wed  3 Feb 08:00:01  2021,77.3,35.51,cowpi-0abe
Wed  3 Feb 08:30:01  2021,82.45,31.21,cowpi-0abe
Wed  3 Feb 09:00:01  2021,80.87,30.48,cowpi-0abe
Wed  3 Feb 09:30:01  2021,84.27,27.76,cowpi-0abe
Wed  3 Feb 10:00:01  2021,74.29,27.39,cowpi-0abe
Wed  3 Feb 10:30:01  2021,75.5,31.59,cowpi-0abe
Wed  3 Feb 11:00:01  2021,,,cowpi-0abe
Wed  3 Feb 11:30:01  2021,82.48,21.15,cowpi-0abe
Wed  3 Feb 12:00:02  2021,74.2,23.77,cowpi-0abe
Wed  3 Feb 12:30:01  2021,75.42,25.28,cowpi-0abe
Wed  3 Feb 13:00:01  2021,72.27,27.33,cowpi-0abe
Wed  3 Feb 13:30:01  2021,59.83,25.01,cowpi-0abe
Wed  3 Feb 14:00:01  2021,50.29,21.85,cowpi-0abe
Wed  3 Feb 14:30:01  2021,79.91,25.67,cowpi-0abe
Wed  3 Feb 15:00:02  2021,71.45,21.89,cowpi-0abe
Wed  3 Feb 15:30:01  2021,69.13,19.8,cowpi-0abe
Wed  3 Feb 16:00:01  2021,67.28,5.79,cowpi-0abe
Wed  3 Feb 16:30:01  2021,65.75,17.38,cowpi-0abe
Wed  3 Feb 17:00:01  2021,51.1,10.21,cowpi-0abe
Wed  3 Feb 17:30:01  2021,78.8,6.68,cowpi-0abe
Wed  3 Feb 18:00:01  2021,50.04,16.01,cowpi-0abe
Wed  3 Feb 18:30:01  2021,57.2,19.02,cowpi-0abe
Wed  3 Feb 19:00:01  2021,50.24,21.56,cowpi-0abe
Wed  3 Feb 19:30:01  2021,53.06,24.65,cowpi-0abe
Wed  3 Feb 20:00:01  2021,42.5,22.79,cowpi-0abe
Wed  3 Feb 20:30:01  2021,42.9,19.21,cowpi-0abe
Wed  3 Feb 21:00:01  2021,79.78,27.66,cowpi-0abe
Wed  3 Feb 21:30:01  2021,73.27,22.28,cowpi-0abe
Wed  3 Feb 22:00:01  2021,68.97,21.97,cowpi-0abe
Wed  3 Feb 22:30:01  2021,68.11,26.54,cowpi-0abe
Wed  3 Feb 23:00:01  2021,71.84,28.2,cowpi-0abe
Wed  3 Feb 23:30:01  2021,63.03,21.53,cowpi-0abe
Thu  4 Feb 00:00:01  2021,71.98,25.86,cowpi-0abe
Thu  4 Feb 00:30:01  2021,72.14,22.32,cowpi-0abe
Thu  4 Feb 01:00:01  2021,84.26,21.25,cowpi-0abe
Thu  4 Feb 01:30:01  2021,78.68,23.58,cowpi-0abe
Thu  4 Feb 02:00:01  2021,78.69,23.54,cowpi-0abe
Thu  4 Feb 02:30:01  2021,64.84,20.96,cowpi-0abe
Thu  4 Feb 03:00:02  2021,70.77,27.25,cowpi-0abe
Thu  4 Feb 03:30:01  2021,80.39,26.07,cowpi-0abe
Thu  4 Feb 04:00:02  2021,76.35,31.81,cowpi-0abe
Thu  4 Feb 04:30:01  2021,76.28,29.13,cowpi-0abe
Thu  4 Feb 05:00:01  2021,78,29.46,cowpi-0abe
Thu  4 Feb 05:30:01  2021,80.11,21.64,cowpi-0abe
Thu  4 Feb 06:00:01  2021,76.48,26.9,cowpi-0abe
Thu  4 Feb 06:30:01  2021,79.11,26.63,cowpi-0abe
Thu  4 Feb 07:00:01  2021,78.76,26.86,cowpi-0abe
Thu  4 Feb 07:30:01  2021,83.36,26.29,cowpi-0abe
Thu  4 Feb 08:00:01  2021,83.99,30.26,cowpi-0abe
Thu  4 Feb 08:30:01  2021,71.46,23.08,cowpi-0abe
Thu  4 Feb 09:00:01  2021,75.23,22.88,cowpi-0abe
Thu  4 Feb 09:30:01  2021,68.44,25.09,cowpi-0abe
Thu  4 Feb 10:00:01  2021,60.57,21.35,cowpi-0abe
Thu  4 Feb 10:30:01  2021,79.59,17.59,cowpi-0abe
Thu  4 Feb 11:00:01  2021,69.7,20.68,cowpi-0abe
Thu  4 Feb 11:30:01  2021,68.64,26,cowpi-0abe
Thu  4 Feb 12:00:02  2021,76.43,5.68,cowpi-0abe
Thu  4 Feb 12:30:01  2021,49.24,23.56,cowpi-0abe
Thu  4 Feb 13:00:01  2021,1.07,11.78,cowpi-0abe
Thu  4 Feb 13:30:01  2021,1.43,9.49,cowpi-0abe
Thu  4 Feb 14:00:01  2021,2,10.78,cowpi-0abe
Thu  4 Feb 14:30:01  2021,44.42,25.81,cowpi-0abe
Thu  4 Feb 15:00:02  2021,14.21,22.69,cowpi-0abe
Thu  4 Feb 15:30:01  2021,34,26.49,cowpi-0abe
Thu  4 Feb 16:00:01  2021,79.51,24.54,cowpi-0abe
Thu  4 Feb 16:30:01  2021,38.4,31.7,cowpi-0abe
Thu  4 Feb 17:00:01  2021,1.97,0.75,cowpi-0abe
Thu  4 Feb 17:30:01  2021,17.67,11.27,cowpi-0abe
Thu  4 Feb 18:00:02  2021,71.18,30.81,cowpi-0abe
Thu  4 Feb 18:30:01  2021,45.54,33.72,cowpi-0abe
Thu  4 Feb 19:00:01  2021,64.4,26.8,cowpi-0abe
Thu  4 Feb 19:30:01  2021,78.62,29.12,cowpi-0abe
Thu  4 Feb 20:00:01  2021,72.42,35.78,cowpi-0abe
Thu  4 Feb 20:30:01  2021,58.29,28.79,cowpi-0abe
Thu  4 Feb 21:00:01  2021,70.71,28.33,cowpi-0abe
Thu  4 Feb 21:30:01  2021,84.85,29.56,cowpi-0abe
Thu  4 Feb 22:00:01  2021,56.45,27.98,cowpi-0abe
Thu  4 Feb 22:30:01  2021,67.34,20.52,cowpi-0abe
Thu  4 Feb 23:00:01  2021,55,26.72,cowpi-0abe
Thu  4 Feb 23:30:01  2021,62.06,28.08,cowpi-0abe
Fri  5 Feb 00:00:01  2021,69.29,30.01,cowpi-0abe
Fri  5 Feb 00:30:01  2021,53.93,32.35,cowpi-0abe
Fri  5 Feb 01:00:01  2021,77.23,31.45,cowpi-0abe
Fri  5 Feb 01:30:01  2021,66.55,29.61,cowpi-0abe
Fri  5 Feb 02:00:01  2021,81.33,33.8,cowpi-0abe
Fri  5 Feb 02:30:01  2021,85.95,31.67,cowpi-0abe
Fri  5 Feb 03:00:01  2021,81.28,22.3,cowpi-0abe
Fri  5 Feb 03:30:01  2021,79.08,23.78,cowpi-0abe
Fri  5 Feb 04:00:01  2021,75.86,23.95,cowpi-0abe
Fri  5 Feb 04:30:01  2021,81.89,19.65,cowpi-0abe
Fri  5 Feb 05:00:01  2021,83.21,29.4,cowpi-0abe
Fri  5 Feb 05:30:01  2021,68.9,32.56,cowpi-0abe
Fri  5 Feb 06:00:01  2021,66.45,17.29,cowpi-0abe
Fri  5 Feb 06:30:01  2021,70.41,19.61,cowpi-0abe
Fri  5 Feb 07:00:01  2021,65.82,15.17,cowpi-0abe
Fri  5 Feb 07:30:01  2021,81.88,21.27,cowpi-0abe
Fri  5 Feb 08:00:01  2021,8.41,10.1,cowpi-0abe
Fri  5 Feb 08:30:01  2021,88.84,30.97,cowpi-0abe
Fri  5 Feb 09:00:01  2021,68.81,31.03,cowpi-0abe
Fri  5 Feb 09:30:01  2021,8.25,29.13,cowpi-0abe
Fri  5 Feb 10:00:01  2021,12.64,31.06,cowpi-0abe
Fri  5 Feb 10:30:01  2021,77.89,34.12,cowpi-0abe
Fri  5 Feb 11:00:01  2021,75,33.13,cowpi-0abe
Fri  5 Feb 11:30:01  2021,75.17,30.9,cowpi-0abe
Fri  5 Feb 12:00:01  2021,55.14,18.68,cowpi-0abe
Fri  5 Feb 12:30:02  2021,62.56,20.13,cowpi-0abe
Fri  5 Feb 13:00:01  2021,11.45,28.54,cowpi-0abe
Fri  5 Feb 13:30:01  2021,4.33,22.16,cowpi-0abe
Fri  5 Feb 14:00:01  2021,70.2,32.04,cowpi-0abe
Fri  5 Feb 14:30:01  2021,75.16,30.89,cowpi-0abe
Fri  5 Feb 15:00:01  2021,4.74,23.63,cowpi-0abe
Fri  5 Feb 15:30:01  2021,68.48,27.81,cowpi-0abe
Fri  5 Feb 16:00:01  2021,14.53,28.6,cowpi-0abe
Fri  5 Feb 16:30:01  2021,77.03,31.27,cowpi-0abe
Fri  5 Feb 17:00:01  2021,68.02,27.1,cowpi-0abe
Fri  5 Feb 17:30:01  2021,6.34,33.78,cowpi-0abe
Fri  5 Feb 18:00:01  2021,74.08,26.75,cowpi-0abe
Fri  5 Feb 18:30:01  2021,73.47,27.16,cowpi-0abe
Fri  5 Feb 19:00:01  2021,62.4,20,cowpi-0abe
Fri  5 Feb 19:30:01  2021,63.34,25.68,cowpi-0abe
Fri  5 Feb 20:00:01  2021,19.81,32.24,cowpi-0abe
Fri  5 Feb 20:30:01  2021,4.61,25.15,cowpi-0abe
Fri  5 Feb 21:00:01  2021,60.56,29.99,cowpi-0abe
Fri  5 Feb 21:30:01  2021,5.86,29.65,cowpi-0abe
Fri  5 Feb 22:00:01  2021,55.51,30.23,cowpi-0abe
Fri  5 Feb 22:30:01  2021,4.89,25.03,cowpi-0abe
Fri  5 Feb 23:00:01  2021,17.97,28.56,cowpi-0abe
Fri  5 Feb 23:30:01  2021,7.41,28.59,cowpi-0abe
Sat  6 Feb 00:00:02  2021,68.1,25.34,cowpi-0abe
Sat  6 Feb 00:30:01  2021,79.86,27.71,cowpi-0abe
Sat  6 Feb 01:00:01  2021,54.62,20.24,cowpi-0abe
Sat  6 Feb 01:30:01  2021,24.98,14.32,cowpi-0abe
Sat  6 Feb 02:00:01  2021,71.91,33.45,cowpi-0abe
Sat  6 Feb 02:30:01  2021,7.39,30.94,cowpi-0abe
Sat  6 Feb 03:00:01  2021,30.1,32.19,cowpi-0abe
Sat  6 Feb 03:30:01  2021,8.64,29.9,cowpi-0abe
Sat  6 Feb 04:00:01  2021,71.52,23.4,cowpi-0abe
Sat  6 Feb 04:30:01  2021,84.84,31,cowpi-0abe
Sat  6 Feb 05:00:01  2021,29.1,34.13,cowpi-0abe
Sat  6 Feb 05:30:01  2021,14.33,32.94,cowpi-0abe
Sat  6 Feb 06:00:01  2021,63.13,21.36,cowpi-0abe
Sat  6 Feb 06:30:01  2021,59.71,20.98,cowpi-0abe
Sat  6 Feb 07:00:01  2021,62.27,29.57,cowpi-0abe
Sat  6 Feb 07:30:01  2021,70.48,28.53,cowpi-0abe
Sat  6 Feb 08:00:01  2021,70.11,31.32,cowpi-0abe
Sat  6 Feb 08:30:01  2021,11.65,32.62,cowpi-0abe
Sat  6 Feb 09:00:01  2021,58.95,20.56,cowpi-0abe
Sat  6 Feb 09:30:01  2021,42.31,17.51,cowpi-0abe
Sat  6 Feb 10:00:01  2021,53.64,16.72,cowpi-0abe
Sat  6 Feb 10:30:01  2021,69.23,21.14,cowpi-0abe
Sat  6 Feb 11:00:01  2021,52.66,18.04,cowpi-0abe
Sat  6 Feb 11:30:01  2021,69.75,22.35,cowpi-0abe
Sat  6 Feb 12:00:01  2021,62.53,20.96,cowpi-0abe
Sat  6 Feb 12:30:01  2021,66.4,24.89,cowpi-0abe
Sat  6 Feb 13:00:01  2021,17.9,31.36,cowpi-0abe
Sat  6 Feb 13:30:01  2021,9.57,30.15,cowpi-0abe
Sat  6 Feb 14:00:01  2021,22.63,35.39,cowpi-0abe
Sat  6 Feb 14:30:01  2021,77.86,29.38,cowpi-0abe
Sat  6 Feb 15:00:01  2021,34.87,15.79,cowpi-0abe
Sat  6 Feb 15:30:01  2021,62.19,23.13,cowpi-0abe
Sat  6 Feb 16:00:01  2021,63.5,19.46,cowpi-0abe
Sat  6 Feb 16:30:01  2021,70.99,23.9,cowpi-0abe
Sat  6 Feb 17:00:01  2021,78.04,26.68,cowpi-0abe
Sat  6 Feb 17:30:01  2021,10.76,34.52,cowpi-0abe
Sat  6 Feb 18:00:01  2021,76.52,29.25,cowpi-0abe
Sat  6 Feb 18:30:01  2021,60.05,23.93,cowpi-0abe
Sat  6 Feb 19:00:01  2021,72.96,24.73,cowpi-0abe
Sat  6 Feb 19:30:01  2021,,,cowpi-0abe
Sat  6 Feb 20:00:02  2021,22.69,30.43,cowpi-0abe
Sat  6 Feb 20:30:02  2021,10.49,31.58,cowpi-0abe
Sat  6 Feb 21:00:01  2021,15.73,31.71,cowpi-0abe
Sat  6 Feb 21:30:01  2021,11.53,25.86,cowpi-0abe
Sat  6 Feb 22:00:01  2021,21.4,31.68,cowpi-0abe
Sat  6 Feb 22:30:01  2021,49.76,21.68,cowpi-0abe
Sat  6 Feb 23:00:01  2021,29.66,30.68,cowpi-0abe
Sat  6 Feb 23:30:01  2021,13.54,30.77,cowpi-0abe
Sun  7 Feb 00:00:01  2021,58.52,20.13,cowpi-0abe
Sun  7 Feb 00:30:01  2021,73.33,22.67,cowpi-0abe
Sun  7 Feb 01:00:01  2021,82.91,31.36,cowpi-0abe
Sun  7 Feb 01:30:01  2021,10.51,31,cowpi-0abe
Sun  7 Feb 02:00:01  2021,69.71,21.23,cowpi-0abe
Sun  7 Feb 02:30:01  2021,83.98,28.97,cowpi-0abe
Sun  7 Feb 03:00:01  2021,71.31,30.18,cowpi-0abe
Sun  7 Feb 03:30:01  2021,14.15,31.18,cowpi-0abe
Sun  7 Feb 04:00:01  2021,32.66,29.35,cowpi-0abe
Sun  7 Feb 04:30:01  2021,17.21,27.31,cowpi-0abe
Sun  7 Feb 05:00:01  2021,50.32,26.88,cowpi-0abe
Sun  7 Feb 05:30:01  2021,78.09,31.22,cowpi-0abe
Sun  7 Feb 06:00:01  2021,67.09,21.23,cowpi-0abe
Sun  7 Feb 06:30:01  2021,73.21,20.13,cowpi-0abe
Sun  7 Feb 07:00:01  2021,76.95,29.13,cowpi-0abe
Sun  7 Feb 07:30:01  2021,70.96,31.72,cowpi-0abe
Sun  7 Feb 08:00:01  2021,27.03,30.11,cowpi-0abe
Sun  7 Feb 08:30:01  2021,78.1,28.67,cowpi-0abe
Sun  7 Feb 09:00:01  2021,69.68,24.17,cowpi-0abe
Sun  7 Feb 09:30:01  2021,68.96,25.36,cowpi-0abe
Sun  7 Feb 10:00:01  2021,20.48,31.64,cowpi-0abe
Sun  7 Feb 10:30:01  2021,11.41,30.35,cowpi-0abe
Sun  7 Feb 11:00:01  2021,74.24,26.36,cowpi-0abe
Sun  7 Feb 11:30:01  2021,68.32,27.1,cowpi-0abe
Sun  7 Feb 12:00:01  2021,62.88,19.19,cowpi-0abe
Sun  7 Feb 12:30:02  2021,61.14,20.08,cowpi-0abe
Sun  7 Feb 13:00:01  2021,68.87,23.8,cowpi-0abe
Sun  7 Feb 13:30:01  2021,71.02,27.15,cowpi-0abe
Sun  7 Feb 14:00:01  2021,21.02,31.63,cowpi-0abe
Sun  7 Feb 14:30:01  2021,12.61,33.42,cowpi-0abe
Sun  7 Feb 15:00:01  2021,9.81,27.76,cowpi-0abe
