dateTime,download,upload,device
Thu 21 Jan 09:00:01  2021,17.93,18.78,Cowpi-e777
Thu 21 Jan 09:30:01  2021,4.24,8.1,Cowpi-e777
Thu 21 Jan 10:00:01  2021,17.96,17.21,Cowpi-e777
Thu 21 Jan 10:30:01  2021,15.1,16.7,Cowpi-e777
Thu 21 Jan 11:00:01  2021,,,Cowpi-e777
Thu 21 Jan 11:30:02  2021,24.49,7.42,Cowpi-e777
Thu 21 Jan 12:00:01  2021,16.16,15.34,Cowpi-e777
Thu 21 Jan 12:30:01  2021,20.89,14.26,Cowpi-e777
Thu 21 Jan 13:00:01  2021,22.39,7.52,Cowpi-e777
Thu 21 Jan 13:30:01  2021,24.39,16.89,Cowpi-e777
Thu 21 Jan 14:00:01  2021,20.8,4.4,Cowpi-e777
Thu 21 Jan 14:30:01  2021,20.4,20.32,Cowpi-e777
Thu 21 Jan 15:00:01  2021,22.46,8.05,Cowpi-e777
Thu 21 Jan 15:30:01  2021,23.81,17.38,Cowpi-e777
Thu 21 Jan 16:00:01  2021,18.38,7.9,Cowpi-e777
Thu 21 Jan 16:30:01  2021,17.63,15.82,Cowpi-e777
Thu 21 Jan 17:00:01  2021,,,Cowpi-e777
Thu 21 Jan 17:30:01  2021,15.2,5.04,Cowpi-e777
Thu 21 Jan 18:00:01  2021,12.93,3.41,Cowpi-e777
Thu 21 Jan 18:30:01  2021,0.47,0.4,Cowpi-e777
Thu 21 Jan 19:00:01  2021,4.19,2.81,Cowpi-e777
Thu 21 Jan 19:30:01  2021,19.6,7.03,Cowpi-e777
Thu 21 Jan 20:00:01  2021,16.99,12.5,Cowpi-e777
Thu 21 Jan 20:30:01  2021,7.36,2.71,Cowpi-e777
Thu 21 Jan 21:00:02  2021,8.5,3.67,Cowpi-e777
Thu 21 Jan 21:30:01  2021,0.1,0.27,Cowpi-e777
Thu 21 Jan 22:00:01  2021,15.72,14.82,Cowpi-e777
Thu 21 Jan 22:30:01  2021,13.72,6.35,Cowpi-e777
Thu 21 Jan 23:00:01  2021,18.67,15.89,Cowpi-e777
Thu 21 Jan 23:30:01  2021,14.67,21.02,Cowpi-e777
Fri 22 Jan 00:00:01  2021,23.26,12.91,Cowpi-e777
Fri 22 Jan 00:30:01  2021,16.09,19.78,Cowpi-e777
Fri 22 Jan 01:00:01  2021,19.61,14.33,Cowpi-e777
Fri 22 Jan 01:30:01  2021,19.63,8.46,Cowpi-e777
Fri 22 Jan 02:00:01  2021,18.3,17.62,Cowpi-e777
Fri 22 Jan 02:30:01  2021,14.25,13.86,Cowpi-e777
Fri 22 Jan 03:00:01  2021,23.76,15.43,Cowpi-e777
Fri 22 Jan 03:30:01  2021,23.02,21.39,Cowpi-e777
Fri 22 Jan 04:00:01  2021,14.58,16.49,Cowpi-e777
Fri 22 Jan 04:30:01  2021,22.87,18.55,Cowpi-e777
Fri 22 Jan 05:00:01  2021,15.02,20.57,Cowpi-e777
Fri 22 Jan 05:30:01  2021,18.3,17.47,Cowpi-e777
Fri 22 Jan 06:00:01  2021,10.81,17.93,Cowpi-e777
Fri 22 Jan 06:30:01  2021,17.07,20.16,Cowpi-e777
Fri 22 Jan 07:00:01  2021,15.84,19.11,Cowpi-e777
Fri 22 Jan 07:30:01  2021,26.02,19.41,Cowpi-e777
Fri 22 Jan 08:00:01  2021,2.69,8.98,Cowpi-e777
Fri 22 Jan 08:30:01  2021,0.57,3.49,Cowpi-e777
Fri 22 Jan 09:00:01  2021,16.92,18.1,Cowpi-e777
Fri 22 Jan 09:30:02  2021,9.78,11.9,Cowpi-e777
Fri 22 Jan 10:00:01  2021,17.27,16.84,Cowpi-e777
Fri 22 Jan 10:30:01  2021,9.91,19.93,Cowpi-e777
Fri 22 Jan 11:00:01  2021,7.27,9.96,Cowpi-e777
Fri 22 Jan 11:30:01  2021,14.25,14.18,Cowpi-e777
Fri 22 Jan 12:00:01  2021,1.29,1.92,Cowpi-e777
Fri 22 Jan 12:30:01  2021,4.49,6.12,Cowpi-e777
Fri 22 Jan 13:00:01  2021,1.19,3.63,Cowpi-e777
Fri 22 Jan 13:30:01  2021,9.03,6.41,Cowpi-e777
Fri 22 Jan 14:00:01  2021,2.26,2.73,Cowpi-e777
Fri 22 Jan 14:30:01  2021,5.26,6.53,Cowpi-e777
Fri 22 Jan 15:00:01  2021,3.4,2.99,Cowpi-e777
Fri 22 Jan 15:30:01  2021,11.33,6.87,Cowpi-e777
Fri 22 Jan 16:00:01  2021,5.3,5.54,Cowpi-e777
Fri 22 Jan 16:30:01  2021,8.09,8.34,Cowpi-e777
Fri 22 Jan 17:00:01  2021,4.91,13.03,Cowpi-e777
Fri 22 Jan 17:30:01  2021,7.9,8.05,Cowpi-e777
Fri 22 Jan 18:00:01  2021,5.38,7.1,Cowpi-e777
Fri 22 Jan 18:30:01  2021,0.34,1.37,Cowpi-e777
Fri 22 Jan 19:00:02  2021,0.06,0.23,Cowpi-e777
Fri 22 Jan 19:30:01  2021,0.51,0.39,Cowpi-e777
Fri 22 Jan 20:00:01  2021,9.81,10.73,Cowpi-e777
Fri 22 Jan 20:30:01  2021,4.14,10.76,Cowpi-e777
Fri 22 Jan 21:00:01  2021,8.23,8.95,Cowpi-e777
Fri 22 Jan 21:30:01  2021,9.75,14.85,Cowpi-e777
Fri 22 Jan 22:00:01  2021,18.48,25.7,Cowpi-e777
Fri 22 Jan 22:30:01  2021,16.52,25.77,Cowpi-e777
Fri 22 Jan 23:00:01  2021,15.85,12.64,Cowpi-e777
Fri 22 Jan 23:30:01  2021,9.66,9.92,Cowpi-e777
Sat 23 Jan 00:00:01  2021,9.95,9.6,Cowpi-e777
Sat 23 Jan 00:30:01  2021,13.18,16.64,Cowpi-e777
Sat 23 Jan 01:00:01  2021,18.57,16.08,Cowpi-e777
Sat 23 Jan 01:30:01  2021,8.32,14.25,Cowpi-e777
Sat 23 Jan 02:00:01  2021,10.64,14.89,Cowpi-e777
Sat 23 Jan 02:30:01  2021,17.11,22.86,Cowpi-e777
Sat 23 Jan 03:00:01  2021,17.44,24.51,Cowpi-e777
Sat 23 Jan 03:30:01  2021,7.93,15.97,Cowpi-e777
Sat 23 Jan 04:00:01  2021,13.07,21.34,Cowpi-e777
Sat 23 Jan 04:30:01  2021,20.51,12.7,Cowpi-e777
Sat 23 Jan 05:00:01  2021,11.3,13.1,Cowpi-e777
Sat 23 Jan 05:30:01  2021,21.32,18.7,Cowpi-e777
Sat 23 Jan 06:00:01  2021,15.93,24.25,Cowpi-e777
Sat 23 Jan 06:30:01  2021,9.36,12.3,Cowpi-e777
Sat 23 Jan 07:00:02  2021,17.65,15.07,Cowpi-e777
Sat 23 Jan 07:30:01  2021,17.74,18.44,Cowpi-e777
Sat 23 Jan 08:00:01  2021,19.46,19.47,Cowpi-e777
Sat 23 Jan 08:30:01  2021,15.93,15.89,Cowpi-e777
Sat 23 Jan 09:00:01  2021,9.79,7,Cowpi-e777
Sat 23 Jan 09:30:01  2021,8.9,2.01,Cowpi-e777
Sat 23 Jan 10:00:01  2021,17.58,18.32,Cowpi-e777
Sat 23 Jan 10:30:02  2021,10.47,7.84,Cowpi-e777
Sat 23 Jan 11:00:01  2021,10.95,16.78,Cowpi-e777
Sat 23 Jan 11:30:02  2021,2.99,5.43,Cowpi-e777
Sat 23 Jan 12:00:01  2021,9.84,3.06,Cowpi-e777
Sat 23 Jan 12:30:01  2021,5.04,1.99,Cowpi-e777
Sat 23 Jan 13:00:01  2021,17.01,15.48,Cowpi-e777
Sat 23 Jan 13:30:01  2021,5.95,8.36,Cowpi-e777
Sat 23 Jan 14:00:01  2021,7.36,3.77,Cowpi-e777
Sat 23 Jan 14:30:01  2021,5.45,3.84,Cowpi-e777
Sat 23 Jan 15:00:01  2021,16.36,14,Cowpi-e777
Sat 23 Jan 15:30:01  2021,6.73,3.3,Cowpi-e777
Sat 23 Jan 16:00:01  2021,13.59,12.97,Cowpi-e777
Sat 23 Jan 16:30:01  2021,8.94,7.2,Cowpi-e777
Sat 23 Jan 17:00:01  2021,2.6,2.84,Cowpi-e777
Sat 23 Jan 17:30:01  2021,,,Cowpi-e777
Sat 23 Jan 18:00:01  2021,,,Cowpi-e777
Sat 23 Jan 18:30:01  2021,12.34,13.27,Cowpi-e777
Sat 23 Jan 19:00:01  2021,2.47,0.62,Cowpi-e777
Sat 23 Jan 19:30:01  2021,12.13,11.72,Cowpi-e777
Sat 23 Jan 20:00:01  2021,3.35,2.87,Cowpi-e777
Sat 23 Jan 20:30:01  2021,7.83,18.2,Cowpi-e777
Sat 23 Jan 21:00:01  2021,1.68,11.95,Cowpi-e777
Sat 23 Jan 21:30:01  2021,9.44,5.34,Cowpi-e777
Sat 23 Jan 22:00:01  2021,11.86,19.35,Cowpi-e777
Sat 23 Jan 22:30:01  2021,14.56,13.89,Cowpi-e777
Sat 23 Jan 23:00:01  2021,10.34,15.43,Cowpi-e777
Sat 23 Jan 23:30:01  2021,12.11,8.91,Cowpi-e777
Sun 24 Jan 00:00:01  2021,22.96,29.23,Cowpi-e777
Sun 24 Jan 00:30:01  2021,19.82,16.29,Cowpi-e777
Sun 24 Jan 01:00:01  2021,21.17,27.53,Cowpi-e777
Sun 24 Jan 01:30:01  2021,19.17,20.73,Cowpi-e777
Sun 24 Jan 02:00:01  2021,16.26,17.36,Cowpi-e777
Sun 24 Jan 02:30:01  2021,17.73,16.44,Cowpi-e777
Sun 24 Jan 03:00:01  2021,13.22,19.23,Cowpi-e777
Sun 24 Jan 03:30:01  2021,20.59,16.63,Cowpi-e777
Sun 24 Jan 04:00:01  2021,19.73,31.93,Cowpi-e777
Sun 24 Jan 04:30:01  2021,14.58,31.35,Cowpi-e777
Sun 24 Jan 05:00:01  2021,17.76,34.34,Cowpi-e777
Sun 24 Jan 05:30:01  2021,23.27,33.03,Cowpi-e777
Sun 24 Jan 06:00:01  2021,14.43,22.82,Cowpi-e777
Sun 24 Jan 06:30:01  2021,22.79,17.01,Cowpi-e777
Sun 24 Jan 07:00:01  2021,21.49,22.78,Cowpi-e777
Sun 24 Jan 07:30:01  2021,12.18,4.95,Cowpi-e777
Sun 24 Jan 08:00:01  2021,10.74,15.59,Cowpi-e777
Sun 24 Jan 08:30:01  2021,22.24,20.77,Cowpi-e777
Sun 24 Jan 09:00:01  2021,15.01,22.46,Cowpi-e777
Sun 24 Jan 09:30:01  2021,0.4,0.94,Cowpi-e777
Sun 24 Jan 10:00:01  2021,16.07,23.39,Cowpi-e777
Sun 24 Jan 10:30:01  2021,0.07,2.01,Cowpi-e777
Sun 24 Jan 11:00:02  2021,3.18,12.07,Cowpi-e777
Sun 24 Jan 11:30:01  2021,13.05,15.62,Cowpi-e777
Sun 24 Jan 12:00:02  2021,11.68,12,Cowpi-e777
Sun 24 Jan 12:30:01  2021,10.61,11.74,Cowpi-e777
Sun 24 Jan 13:00:01  2021,7.59,4.87,Cowpi-e777
Sun 24 Jan 13:30:01  2021,6,6.99,Cowpi-e777
Sun 24 Jan 14:00:01  2021,,,Cowpi-e777
Sun 24 Jan 14:30:01  2021,,,Cowpi-e777
Sun 24 Jan 15:00:01  2021,,,Cowpi-e777
Sun 24 Jan 15:30:01  2021,,,Cowpi-e777
Sun 24 Jan 16:00:01  2021,,,Cowpi-e777
Sun 24 Jan 16:30:01  2021,,,Cowpi-e777
Sun 24 Jan 17:00:01  2021,,,Cowpi-e777
Sun 24 Jan 17:30:01  2021,,,Cowpi-e777
Sun 24 Jan 18:00:01  2021,,,Cowpi-e777
Sun 24 Jan 18:30:01  2021,,,Cowpi-e777
Sun 24 Jan 19:00:01  2021,,,Cowpi-e777
Sun 24 Jan 19:30:01  2021,,,Cowpi-e777
Sun 24 Jan 20:00:01  2021,,,Cowpi-e777
Sun 24 Jan 20:30:02  2021,,,Cowpi-e777
Sun 24 Jan 21:00:01  2021,,,Cowpi-e777
Sun 24 Jan 21:30:01  2021,,,Cowpi-e777
Sun 24 Jan 22:00:01  2021,,,Cowpi-e777
Sun 24 Jan 22:30:01  2021,,,Cowpi-e777
Sun 24 Jan 23:00:01  2021,,,Cowpi-e777
Sun 24 Jan 23:30:01  2021,,,Cowpi-e777
Mon 25 Jan 00:00:01  2021,,,Cowpi-e777
Mon 25 Jan 00:30:01  2021,,,Cowpi-e777
Mon 25 Jan 01:00:01  2021,,,Cowpi-e777
Mon 25 Jan 01:30:01  2021,,,Cowpi-e777
Mon 25 Jan 02:00:02  2021,,,Cowpi-e777
Mon 25 Jan 02:30:01  2021,,,Cowpi-e777
Mon 25 Jan 03:00:01  2021,,,Cowpi-e777
Mon 25 Jan 03:30:01  2021,,,Cowpi-e777
Mon 25 Jan 04:00:01  2021,,,Cowpi-e777
Mon 25 Jan 04:30:01  2021,,,Cowpi-e777
Mon 25 Jan 05:00:01  2021,,,Cowpi-e777
Mon 25 Jan 05:30:01  2021,,,Cowpi-e777
Mon 25 Jan 06:00:01  2021,,,Cowpi-e777
Mon 25 Jan 06:30:01  2021,,,Cowpi-e777
Mon 25 Jan 07:00:01  2021,,,Cowpi-e777
Mon 25 Jan 07:30:01  2021,,,Cowpi-e777
Mon 25 Jan 08:00:01  2021,,,Cowpi-e777
Mon 25 Jan 08:30:01  2021,,,Cowpi-e777
Mon 25 Jan 09:00:01  2021,,,Cowpi-e777
Mon 25 Jan 09:30:01  2021,,,Cowpi-e777
Mon 25 Jan 10:00:01  2021,,,Cowpi-e777
Mon 25 Jan 10:30:01  2021,,,Cowpi-e777
Mon 25 Jan 11:00:01  2021,,,Cowpi-e777
Mon 25 Jan 11:30:01  2021,,,Cowpi-e777
Mon 25 Jan 12:00:01  2021,,,Cowpi-e777
Mon 25 Jan 12:30:01  2021,14.1,20.13,Cowpi-e777
Mon 25 Jan 13:00:02  2021,15.98,14.73,Cowpi-e777
Mon 25 Jan 13:30:01  2021,0.34,2.21,Cowpi-e777
Mon 25 Jan 14:00:01  2021,0.47,1.22,Cowpi-e777
Mon 25 Jan 14:30:01  2021,0.36,1.6,Cowpi-e777
Mon 25 Jan 15:00:01  2021,0.35,1.37,Cowpi-e777
Mon 25 Jan 15:30:01  2021,0.36,0.8,Cowpi-e777
Mon 25 Jan 16:00:01  2021,0.78,2.02,Cowpi-e777
Mon 25 Jan 16:30:01  2021,,,Cowpi-e777
Mon 25 Jan 17:00:01  2021,0.91,1.21,Cowpi-e777
Mon 25 Jan 17:30:01  2021,,,Cowpi-e777
Mon 25 Jan 18:00:01  2021,14.52,22.73,Cowpi-e777
Mon 25 Jan 18:30:01  2021,8.89,8.85,Cowpi-e777
Mon 25 Jan 19:00:01  2021,6.98,6.74,Cowpi-e777
Mon 25 Jan 19:30:01  2021,10.68,15.15,Cowpi-e777
Mon 25 Jan 20:00:01  2021,17.27,23.76,Cowpi-e777
Mon 25 Jan 20:30:01  2021,19.02,20.34,Cowpi-e777
Mon 25 Jan 21:00:01  2021,7.82,9.88,Cowpi-e777
Mon 25 Jan 21:30:01  2021,6.4,12.29,Cowpi-e777
Mon 25 Jan 22:00:01  2021,7.84,13.45,Cowpi-e777
Mon 25 Jan 22:30:01  2021,7.29,10.49,Cowpi-e777
Mon 25 Jan 23:00:01  2021,10.02,10.72,Cowpi-e777
Mon 25 Jan 23:30:01  2021,11.94,11.09,Cowpi-e777
Tue 26 Jan 00:00:01  2021,5.3,16.27,Cowpi-e777
Tue 26 Jan 00:30:01  2021,21.86,24.59,Cowpi-e777
Tue 26 Jan 01:00:01  2021,9.29,21.66,Cowpi-e777
Tue 26 Jan 01:30:01  2021,21.02,20.1,Cowpi-e777
Tue 26 Jan 02:00:01  2021,21.04,18.42,Cowpi-e777
Tue 26 Jan 02:30:01  2021,,,Cowpi-e777
Tue 26 Jan 03:00:02  2021,10.11,17.4,Cowpi-e777
Tue 26 Jan 03:30:01  2021,22.18,25.51,Cowpi-e777
Tue 26 Jan 04:00:01  2021,8.89,20.7,Cowpi-e777
Tue 26 Jan 04:30:01  2021,7.22,16.36,Cowpi-e777
Tue 26 Jan 05:00:01  2021,8.12,11.96,Cowpi-e777
Tue 26 Jan 05:30:01  2021,21.87,30.45,Cowpi-e777
Tue 26 Jan 06:00:01  2021,20.27,31.76,Cowpi-e777
Tue 26 Jan 06:30:01  2021,16.39,17.82,Cowpi-e777
Tue 26 Jan 07:00:01  2021,9.29,18.54,Cowpi-e777
Tue 26 Jan 07:30:01  2021,8.9,17.02,Cowpi-e777
Tue 26 Jan 08:00:01  2021,11.4,8.06,Cowpi-e777
Tue 26 Jan 08:30:01  2021,12.56,4.16,Cowpi-e777
Tue 26 Jan 09:00:01  2021,22.23,17.86,Cowpi-e777
Tue 26 Jan 09:30:01  2021,5.26,4.81,Cowpi-e777
Tue 26 Jan 10:00:01  2021,11.57,17.32,Cowpi-e777
Tue 26 Jan 10:30:01  2021,12.33,16.83,Cowpi-e777
Tue 26 Jan 11:00:01  2021,10,10.92,Cowpi-e777
Tue 26 Jan 11:30:01  2021,3.8,6.43,Cowpi-e777
Tue 26 Jan 12:00:01  2021,0.49,0.98,Cowpi-e777
Tue 26 Jan 12:30:01  2021,3.79,2.57,Cowpi-e777
Tue 26 Jan 13:00:01  2021,8.39,7.36,Cowpi-e777
Tue 26 Jan 13:30:01  2021,15.58,14.54,Cowpi-e777
Tue 26 Jan 14:00:01  2021,6.92,7.21,Cowpi-e777
Tue 26 Jan 14:30:01  2021,6.82,13.72,Cowpi-e777
Tue 26 Jan 15:00:01  2021,20.02,11.7,Cowpi-e777
Tue 26 Jan 15:30:01  2021,9.37,9.01,Cowpi-e777
Tue 26 Jan 16:00:01  2021,8.74,10.28,Cowpi-e777
Tue 26 Jan 16:30:01  2021,11.54,11.63,Cowpi-e777
Tue 26 Jan 17:00:01  2021,12.21,13.41,Cowpi-e777
Tue 26 Jan 17:30:02  2021,7.8,7.51,Cowpi-e777
Tue 26 Jan 18:00:01  2021,6.23,13.13,Cowpi-e777
Tue 26 Jan 18:30:01  2021,9.92,11.14,Cowpi-e777
Tue 26 Jan 19:00:01  2021,0,7.12,Cowpi-e777
Tue 26 Jan 19:30:01  2021,6.46,12.96,Cowpi-e777
Tue 26 Jan 20:00:01  2021,15.36,8.98,Cowpi-e777
Tue 26 Jan 20:30:01  2021,4.45,11.76,Cowpi-e777
Tue 26 Jan 21:00:01  2021,15.47,16.09,Cowpi-e777
Tue 26 Jan 21:30:01  2021,6.94,6.05,Cowpi-e777
Tue 26 Jan 22:00:01  2021,10.2,2.54,Cowpi-e777
Tue 26 Jan 22:30:01  2021,17.99,15.9,Cowpi-e777
Tue 26 Jan 23:00:01  2021,10.1,15.95,Cowpi-e777
Tue 26 Jan 23:30:01  2021,10.23,18.14,Cowpi-e777
Wed 27 Jan 00:00:01  2021,8.89,16.5,Cowpi-e777
Wed 27 Jan 00:30:01  2021,22.55,21.92,Cowpi-e777
Wed 27 Jan 01:00:01  2021,17.14,24.46,Cowpi-e777
Wed 27 Jan 01:30:01  2021,9.18,14.64,Cowpi-e777
Wed 27 Jan 02:00:01  2021,7.64,16.05,Cowpi-e777
Wed 27 Jan 02:30:01  2021,9.22,18.52,Cowpi-e777
Wed 27 Jan 03:00:01  2021,10.29,15.74,Cowpi-e777
Wed 27 Jan 03:30:01  2021,6.81,17.32,Cowpi-e777
Wed 27 Jan 04:00:01  2021,19.99,24.2,Cowpi-e777
Wed 27 Jan 04:30:02  2021,11.18,14.29,Cowpi-e777
Wed 27 Jan 05:00:02  2021,19.44,25.09,Cowpi-e777
Wed 27 Jan 05:30:02  2021,9.48,19.77,Cowpi-e777
Wed 27 Jan 06:00:02  2021,8.7,15.85,Cowpi-e777
Wed 27 Jan 06:30:01  2021,9.49,7.85,Cowpi-e777
Wed 27 Jan 07:00:01  2021,27.65,23.94,Cowpi-e777
Wed 27 Jan 07:30:01  2021,23.36,29.09,Cowpi-e777
Wed 27 Jan 08:00:01  2021,8.83,23.29,Cowpi-e777
Wed 27 Jan 08:30:01  2021,11.67,22.14,Cowpi-e777
Wed 27 Jan 09:00:01  2021,1.36,7.42,Cowpi-e777
Wed 27 Jan 09:30:01  2021,11.33,21.69,Cowpi-e777
Wed 27 Jan 10:00:01  2021,35.63,32.91,Cowpi-e777
Wed 27 Jan 10:30:01  2021,8.79,16.41,Cowpi-e777
Wed 27 Jan 11:00:01  2021,6.19,10.46,Cowpi-e777
Wed 27 Jan 11:30:01  2021,0.2,0.37,Cowpi-e777
Wed 27 Jan 12:00:01  2021,9.57,16.47,Cowpi-e777
Wed 27 Jan 12:30:01  2021,1.82,4.79,Cowpi-e777
Wed 27 Jan 13:00:02  2021,10.87,13.7,Cowpi-e777
Wed 27 Jan 13:30:01  2021,8.05,15.36,Cowpi-e777
Wed 27 Jan 14:00:02  2021,8.81,16.84,Cowpi-e777
Wed 27 Jan 14:30:01  2021,5.76,9.05,Cowpi-e777
Wed 27 Jan 15:00:01  2021,16.88,17.62,Cowpi-e777
Wed 27 Jan 15:30:01  2021,10.72,13.73,Cowpi-e777
Wed 27 Jan 16:00:01  2021,8.88,10.52,Cowpi-e777
Wed 27 Jan 16:30:01  2021,6.74,9.46,Cowpi-e777
Wed 27 Jan 17:00:01  2021,6.99,14.82,Cowpi-e777
Wed 27 Jan 17:30:01  2021,,,Cowpi-e777
Wed 27 Jan 18:00:01  2021,,,Cowpi-e777
Wed 27 Jan 18:30:01  2021,,,Cowpi-e777
Wed 27 Jan 19:00:01  2021,4.88,5.83,Cowpi-e777
Wed 27 Jan 19:30:01  2021,6.52,3.74,Cowpi-e777
Wed 27 Jan 20:00:02  2021,19.34,18.75,Cowpi-e777
Wed 27 Jan 20:30:01  2021,15.92,11.67,Cowpi-e777
Wed 27 Jan 21:00:01  2021,19.42,14.42,Cowpi-e777
Wed 27 Jan 21:30:01  2021,5.29,12.72,Cowpi-e777
Wed 27 Jan 22:00:01  2021,3.65,2.26,Cowpi-e777
Wed 27 Jan 22:30:01  2021,1.89,2.83,Cowpi-e777
Wed 27 Jan 23:00:01  2021,5.97,5.5,Cowpi-e777
Wed 27 Jan 23:30:01  2021,6.02,9.96,Cowpi-e777
Thu 28 Jan 00:00:01  2021,8.77,15.8,Cowpi-e777
Thu 28 Jan 00:30:01  2021,10.77,16.73,Cowpi-e777
Thu 28 Jan 01:00:01  2021,22.56,23.46,Cowpi-e777
Thu 28 Jan 01:30:01  2021,16.27,23.91,Cowpi-e777
Thu 28 Jan 02:00:01  2021,16.33,25.83,Cowpi-e777
Thu 28 Jan 02:30:01  2021,22.32,14.41,Cowpi-e777
Thu 28 Jan 03:00:01  2021,24.33,23.36,Cowpi-e777
Thu 28 Jan 03:30:02  2021,11.64,21.38,Cowpi-e777
Thu 28 Jan 04:00:01  2021,10.72,17.17,Cowpi-e777
Thu 28 Jan 04:30:01  2021,18.87,9.71,Cowpi-e777
Thu 28 Jan 05:00:01  2021,17.47,13.25,Cowpi-e777
Thu 28 Jan 05:30:01  2021,25.31,10.87,Cowpi-e777
Thu 28 Jan 06:00:01  2021,8.98,11.36,Cowpi-e777
Thu 28 Jan 06:30:01  2021,18,11.73,Cowpi-e777
Thu 28 Jan 07:00:01  2021,16.64,9.42,Cowpi-e777
Thu 28 Jan 07:30:01  2021,10.63,14.31,Cowpi-e777
Thu 28 Jan 08:00:01  2021,2.11,2.69,Cowpi-e777
Thu 28 Jan 08:30:02  2021,16.9,15.47,Cowpi-e777
Thu 28 Jan 09:00:01  2021,4.35,7.42,Cowpi-e777
Thu 28 Jan 09:30:01  2021,24.25,6.73,Cowpi-e777
Thu 28 Jan 10:00:01  2021,0.09,0.27,Cowpi-e777
Thu 28 Jan 10:30:01  2021,1.47,6.57,Cowpi-e777
Thu 28 Jan 11:00:01  2021,22.47,12.25,Cowpi-e777
Thu 28 Jan 11:30:01  2021,0.8,0,Cowpi-e777
Thu 28 Jan 12:00:01  2021,9.06,12.87,Cowpi-e777
Thu 28 Jan 12:30:01  2021,,,Cowpi-e777
Thu 28 Jan 13:00:01  2021,21.75,13.97,Cowpi-e777
Thu 28 Jan 13:30:01  2021,9.25,13.26,Cowpi-e777
Thu 28 Jan 14:00:01  2021,27.29,23.86,Cowpi-e777
Thu 28 Jan 14:30:01  2021,19.48,12.3,Cowpi-e777
Thu 28 Jan 15:00:01  2021,,,Cowpi-e777
Thu 28 Jan 15:30:01  2021,,,Cowpi-e777
Thu 28 Jan 16:00:01  2021,,,Cowpi-e777
Thu 28 Jan 16:30:01  2021,,,Cowpi-e777
Thu 28 Jan 17:00:01  2021,,,Cowpi-e777
Thu 28 Jan 17:30:01  2021,,,Cowpi-e777
Thu 28 Jan 18:00:01  2021,,,Cowpi-e777
Thu 28 Jan 18:30:01  2021,,,Cowpi-e777
Thu 28 Jan 19:00:01  2021,,,Cowpi-e777
Thu 28 Jan 19:30:01  2021,,,Cowpi-e777
Thu 28 Jan 20:00:01  2021,,,Cowpi-e777
Thu 28 Jan 20:30:01  2021,,,Cowpi-e777
Thu 28 Jan 21:00:01  2021,,,Cowpi-e777
Thu 28 Jan 21:30:01  2021,,,Cowpi-e777
Thu 28 Jan 22:00:01  2021,,,Cowpi-e777
Thu 28 Jan 22:30:01  2021,,,Cowpi-e777
Thu 28 Jan 23:00:01  2021,,,Cowpi-e777
Thu 28 Jan 23:30:01  2021,,,Cowpi-e777
Fri 29 Jan 00:00:01  2021,,,Cowpi-e777
Fri 29 Jan 00:30:01  2021,,,Cowpi-e777
Fri 29 Jan 01:00:01  2021,,,Cowpi-e777
Fri 29 Jan 01:30:01  2021,,,Cowpi-e777
Fri 29 Jan 02:00:01  2021,,,Cowpi-e777
Fri 29 Jan 02:30:01  2021,,,Cowpi-e777
Fri 29 Jan 03:00:01  2021,,,Cowpi-e777
Fri 29 Jan 03:30:01  2021,,,Cowpi-e777
Fri 29 Jan 04:00:01  2021,,,Cowpi-e777
Fri 29 Jan 04:30:01  2021,,,Cowpi-e777
Fri 29 Jan 05:00:01  2021,,,Cowpi-e777
Fri 29 Jan 05:30:01  2021,,,Cowpi-e777
Fri 29 Jan 06:00:01  2021,,,Cowpi-e777
Fri 29 Jan 06:30:01  2021,,,Cowpi-e777
Fri 29 Jan 07:00:01  2021,,,Cowpi-e777
Fri 29 Jan 07:30:01  2021,,,Cowpi-e777
Fri 29 Jan 08:00:01  2021,,,Cowpi-e777
Fri 29 Jan 08:30:01  2021,,,Cowpi-e777
Fri 29 Jan 09:00:01  2021,,,Cowpi-e777
Fri 29 Jan 09:30:01  2021,,,Cowpi-e777
Fri 29 Jan 10:00:01  2021,,,Cowpi-e777
Fri 29 Jan 10:30:01  2021,,,Cowpi-e777
Fri 29 Jan 11:00:01  2021,,,Cowpi-e777
Fri 29 Jan 11:30:01  2021,,,Cowpi-e777
Fri 29 Jan 12:00:01  2021,,,Cowpi-e777
Fri 29 Jan 12:30:02  2021,,,Cowpi-e777
Fri 29 Jan 13:00:01  2021,,,Cowpi-e777
Fri 29 Jan 13:30:01  2021,,,Cowpi-e777
Fri 29 Jan 14:00:01  2021,,,Cowpi-e777
Fri 29 Jan 14:30:01  2021,,,Cowpi-e777
Fri 29 Jan 15:00:02  2021,,,Cowpi-e777
Fri 29 Jan 15:30:01  2021,,,Cowpi-e777
Fri 29 Jan 16:00:01  2021,,,Cowpi-e777
Fri 29 Jan 16:30:01  2021,,,Cowpi-e777
Fri 29 Jan 17:00:01  2021,,,Cowpi-e777
Fri 29 Jan 17:30:01  2021,,,Cowpi-e777
Fri 29 Jan 18:00:01  2021,,,Cowpi-e777
Fri 29 Jan 18:30:01  2021,,,Cowpi-e777
Fri 29 Jan 19:00:01  2021,,,Cowpi-e777
Fri 29 Jan 19:30:01  2021,,,Cowpi-e777
Fri 29 Jan 20:00:02  2021,,,Cowpi-e777
Fri 29 Jan 20:30:01  2021,,,Cowpi-e777
