Date,Download,Upload
Tue 29 Dec 19:30:01 IST 2020,69.63,29.1
Tue 29 Dec 20:00:01 IST 2020,76.32,24.64
Tue 29 Dec 20:30:01 IST 2020,62.7,26.77
Tue 29 Dec 21:00:02 IST 2020,72.76,24.63
Tue 29 Dec 21:30:01 IST 2020,72.77,23.6
Tue 29 Dec 22:00:01 IST 2020,78.77,26.87
Tue 29 Dec 22:30:01 IST 2020,66.84,20.82
Tue 29 Dec 23:00:01 IST 2020,75.85,25.2
Tue 29 Dec 23:30:01 IST 2020,79.62,25.64
Wed 30 Dec 00:00:01 IST 2020,78.51,27.32
Wed 30 Dec 00:30:01 IST 2020,77.39,30.58
Wed 30 Dec 01:00:01 IST 2020,88.26,29.43
Wed 30 Dec 01:30:01 IST 2020,79.78,30.46
Wed 30 Dec 02:00:02 IST 2020,78.95,31.99
Wed 30 Dec 02:30:02 IST 2020,85.75,30.3
Wed 30 Dec 03:00:01 IST 2020,75.26,29.2
Wed 30 Dec 03:30:01 IST 2020,87.09,27.71
Wed 30 Dec 04:00:01 IST 2020,61.85,27.54
Wed 30 Dec 04:30:02 IST 2020,76.44,29.18
Wed 30 Dec 05:00:01 IST 2020,88.74,29.82
Wed 30 Dec 05:30:01 IST 2020,76.82,30.12
Wed 30 Dec 06:00:01 IST 2020,79.14,30.6
Wed 30 Dec 06:30:01 IST 2020,84.31,26.28
Wed 30 Dec 07:00:01 IST 2020,76.59,26.15
Wed 30 Dec 07:30:01 IST 2020,77.35,29.3
Wed 30 Dec 08:00:01 IST 2020,8.2,9.65
Wed 30 Dec 08:30:01 IST 2020,84.58,27.69
Wed 30 Dec 09:00:01 IST 2020,78.74,27.21
Wed 30 Dec 09:30:01 IST 2020,80.66,27.58
Wed 30 Dec 10:00:01 IST 2020,88.04,28.51
Wed 30 Dec 10:30:01 IST 2020,10.99,26.68
Wed 30 Dec 11:00:01 IST 2020,79,25.01
Wed 30 Dec 11:30:01 IST 2020,85.22,25.77
Wed 30 Dec 12:00:01 IST 2020,74.96,24.18
Wed 30 Dec 12:30:01 IST 2020,86.51,26.31
Wed 30 Dec 13:00:01 IST 2020,78.7,24.87
Wed 30 Dec 13:30:01 IST 2020,79.66,26.23
Wed 30 Dec 14:00:01 IST 2020,14.1,22.07
Wed 30 Dec 14:30:01 IST 2020,16.79,20.79
Wed 30 Dec 15:00:01 IST 2020,82.8,22.93
Wed 30 Dec 15:30:01 IST 2020,76.42,18.06
Wed 30 Dec 16:00:01 IST 2020,86.99,26.52
Wed 30 Dec 16:30:02 IST 2020,1.14,15.5
Wed 30 Dec 17:00:01 IST 2020,2.08,10.97
Wed 30 Dec 17:30:01 IST 2020,3.01,16.36
Wed 30 Dec 18:00:01 IST 2020,2.09,12.04
Wed 30 Dec 18:30:02 IST 2020,79.56,32.25
Wed 30 Dec 19:00:01 IST 2020,23.98,31.76
Wed 30 Dec 19:30:01 IST 2020,42.71,27.32
Wed 30 Dec 20:00:01 IST 2020,72.72,28.59
Wed 30 Dec 20:30:01 IST 2020,13.68,25.9
Wed 30 Dec 21:00:01 IST 2020,61.57,25.03
Wed 30 Dec 21:30:01 IST 2020,66.38,27.42
Wed 30 Dec 22:00:01 IST 2020,18.43,27.78
Wed 30 Dec 22:30:01 IST 2020,66.99,19.22
Wed 30 Dec 23:00:01 IST 2020,13.79,26.91
Wed 30 Dec 23:30:01 IST 2020,61.78,26.03
Thu 31 Dec 00:00:01 IST 2020,56.19,29.98
Thu 31 Dec 00:30:01 IST 2020,71.76,28.65
Thu 31 Dec 01:00:01 IST 2020,67.78,26.72
Thu 31 Dec 01:30:01 IST 2020,75.41,30.58
Thu 31 Dec 02:00:01 IST 2020,49.05,28.38
Thu 31 Dec 02:30:01 IST 2020,86.61,27.62
Thu 31 Dec 03:00:01 IST 2020,88.49,25.22
Thu 31 Dec 03:30:01 IST 2020,86.34,28.61
Thu 31 Dec 04:00:01 IST 2020,47.98,28.17
Thu 31 Dec 04:30:01 IST 2020,9.63,29.77
Thu 31 Dec 05:00:01 IST 2020,19.55,29.5
Thu 31 Dec 05:30:01 IST 2020,19.47,29.51
Thu 31 Dec 06:00:01 IST 2020,86.29,29.25
Thu 31 Dec 06:30:01 IST 2020,8.77,27.48
Thu 31 Dec 07:00:01 IST 2020,36.62,28.79
Thu 31 Dec 07:30:01 IST 2020,11.94,28.73
Thu 31 Dec 08:00:01 IST 2020,31.66,21.67
Thu 31 Dec 08:30:01 IST 2020,10.97,25.02
Thu 31 Dec 09:00:01 IST 2020,29.32,25.33
Thu 31 Dec 09:30:01 IST 2020,9.18,31.1
Thu 31 Dec 10:00:01 IST 2020,87.38,30.85
Thu 31 Dec 10:30:01 IST 2020,9.18,25.7
Thu 31 Dec 11:00:01 IST 2020,20.81,30.02
Thu 31 Dec 11:30:01 IST 2020,6.58,28.98
Thu 31 Dec 12:00:01 IST 2020,14.08,31.23
Thu 31 Dec 12:30:01 IST 2020,85.25,28.3
Thu 31 Dec 13:00:01 IST 2020,20.13,30.12
Thu 31 Dec 13:30:01 IST 2020,5.44,31.65
Thu 31 Dec 14:00:01 IST 2020,34.01,31.98
Thu 31 Dec 14:30:01 IST 2020,6.83,28.57
Thu 31 Dec 15:00:01 IST 2020,87.22,31.51
Thu 31 Dec 15:30:02 IST 2020,4.36,24.57
Thu 31 Dec 16:00:01 IST 2020,20.9,31.85
Thu 31 Dec 16:30:01 IST 2020,6.73,29.24
Thu 31 Dec 17:00:01 IST 2020,40.62,32.51
Thu 31 Dec 17:30:01 IST 2020,8.91,29.77
Thu 31 Dec 18:00:01 IST 2020,22.22,30.38
Thu 31 Dec 18:30:01 IST 2020,6.32,31.9
Thu 31 Dec 19:00:01 IST 2020,73.11,28.5
Thu 31 Dec 19:30:01 IST 2020,80.51,32.54
Thu 31 Dec 20:00:02 IST 2020,63.11,27.32
Thu 31 Dec 20:30:01 IST 2020,76.06,27.8
Thu 31 Dec 21:00:01 IST 2020,45.05,24.05
Thu 31 Dec 21:30:01 IST 2020,7.39,26.45
Thu 31 Dec 22:00:01 IST 2020,83.43,29.6
Thu 31 Dec 22:30:01 IST 2020,8.52,26.71
Thu 31 Dec 23:00:01 IST 2020,36.27,31.62
Thu 31 Dec 23:30:01 IST 2020,16.54,21.22
Fri  1 Jan 00:00:01 IST 2021,82.81,24.66
Fri  1 Jan 00:30:02 IST 2021,7.41,31.73
Fri  1 Jan 01:00:01 IST 2021,22.45,29.94
Fri  1 Jan 01:30:01 IST 2021,28.03,27.52
Fri  1 Jan 02:00:01 IST 2021,73.77,30
Fri  1 Jan 02:30:01 IST 2021,16.25,31.54
Fri  1 Jan 03:00:01 IST 2021,25.65,30.06
Fri  1 Jan 03:30:01 IST 2021,21.24,32.66
Fri  1 Jan 04:00:01 IST 2021,85.41,27.95
Fri  1 Jan 04:30:02 IST 2021,27.95,27.27
Fri  1 Jan 05:00:01 IST 2021,77.03,28.09
Fri  1 Jan 05:30:01 IST 2021,25.08,30.17
Fri  1 Jan 06:00:01 IST 2021,14.54,31.63
Fri  1 Jan 06:30:01 IST 2021,25.52,30.02
Fri  1 Jan 07:00:01 IST 2021,86.17,27.37
Fri  1 Jan 07:30:02 IST 2021,83.88,29.21
Fri  1 Jan 08:00:01 IST 2021,84.64,33.15
Fri  1 Jan 08:30:01 IST 2021,85.13,28.39
Fri  1 Jan 09:00:01 IST 2021,67.9,25.35
Fri  1 Jan 09:30:01 IST 2021,12.45,31.43
Fri  1 Jan 10:00:01 IST 2021,11.51,25.49
Fri  1 Jan 10:30:01 IST 2021,86.94,27.51
Fri  1 Jan 11:00:01 IST 2021,29.72,24.22
Fri  1 Jan 11:30:01 IST 2021,24.53,31.13
Fri  1 Jan 12:00:01 IST 2021,12.08,32.97
Fri  1 Jan 12:30:01 IST 2021,8.68,28.13
Fri  1 Jan 13:00:01 IST 2021,20.55,27.63
Fri  1 Jan 13:30:01 IST 2021,7.22,4.08
Fri  1 Jan 14:00:01 IST 2021,39.56,28.66
Fri  1 Jan 14:30:01 IST 2021,9.63,32.48
Fri  1 Jan 15:00:01 IST 2021,6.45,26.45
Fri  1 Jan 15:30:01 IST 2021,10.32,30.47
Fri  1 Jan 16:00:01 IST 2021,48.63,25.43
Fri  1 Jan 16:30:01 IST 2021,17.6,27.5
Fri  1 Jan 17:00:01 IST 2021,30.84,26.68
Fri  1 Jan 17:30:01 IST 2021,19.29,29.4
Fri  1 Jan 18:00:01 IST 2021,29.5,28.58
Fri  1 Jan 18:30:01 IST 2021,17.57,26.81
Fri  1 Jan 19:00:01 IST 2021,58.53,28.63
Fri  1 Jan 19:30:01 IST 2021,22.73,29.44
Fri  1 Jan 20:00:01 IST 2021,79.24,25.85
Fri  1 Jan 20:30:01 IST 2021,31.96,29.05
Fri  1 Jan 21:00:01 IST 2021,30.45,26.9
Fri  1 Jan 21:30:01 IST 2021,14.46,28.57
Fri  1 Jan 22:00:01 IST 2021,19.39,28.09
Fri  1 Jan 22:30:01 IST 2021,10.75,24.98
Fri  1 Jan 23:00:01 IST 2021,78,32.43
Fri  1 Jan 23:30:01 IST 2021,82.31,25.84
Sat  2 Jan 00:00:02 IST 2021,41.21,28.55
Sat  2 Jan 00:30:01 IST 2021,18.94,27.93
Sat  2 Jan 01:00:01 IST 2021,88.74,29.92
Sat  2 Jan 01:30:01 IST 2021,29.05,27.26
Sat  2 Jan 02:00:02 IST 2021,33.15,28.13
Sat  2 Jan 02:30:01 IST 2021,67.78,18.35
Sat  2 Jan 03:00:01 IST 2021,64.24,28.19
Sat  2 Jan 03:30:01 IST 2021,27.3,29.84
Sat  2 Jan 04:00:01 IST 2021,78.15,28.83
Sat  2 Jan 04:30:01 IST 2021,25.81,30.04
Sat  2 Jan 05:00:01 IST 2021,79.71,31.13
Sat  2 Jan 05:30:01 IST 2021,32.94,14.57
Sat  2 Jan 06:00:01 IST 2021,88.97,29.61
Sat  2 Jan 06:30:02 IST 2021,16.28,22.31
Sat  2 Jan 07:00:01 IST 2021,86.82,30.49
Sat  2 Jan 07:30:01 IST 2021,37.23,29.76
Sat  2 Jan 08:00:01 IST 2021,60.77,20.95
Sat  2 Jan 08:30:01 IST 2021,31.06,29.15
Sat  2 Jan 09:00:01 IST 2021,56.94,21.63
Sat  2 Jan 09:30:01 IST 2021,9.87,30.23
Sat  2 Jan 10:00:01 IST 2021,55.51,28.31
Sat  2 Jan 10:30:01 IST 2021,16.25,30.65
Sat  2 Jan 11:00:01 IST 2021,86.46,30.88
Sat  2 Jan 11:30:01 IST 2021,81.64,30.63
Sat  2 Jan 12:00:01 IST 2021,37.96,31.52
Sat  2 Jan 12:30:01 IST 2021,86.79,28.17
Sat  2 Jan 13:00:01 IST 2021,57.94,28.11
Sat  2 Jan 13:30:01 IST 2021,31.38,28.3
Sat  2 Jan 14:00:01 IST 2021,37.85,26.04
Sat  2 Jan 14:30:01 IST 2021,13.19,26.25
Sat  2 Jan 15:00:01 IST 2021,10.37,27.21
Sat  2 Jan 15:30:01 IST 2021,11.84,27.83
Sat  2 Jan 16:00:01 IST 2021,39.72,29.96
Sat  2 Jan 16:30:01 IST 2021,15.99,28.3
Sat  2 Jan 17:00:01 IST 2021,45.82,23.77
Sat  2 Jan 17:30:02 IST 2021,71.99,24.97
Sat  2 Jan 18:00:01 IST 2021,20.71,27.48
Sat  2 Jan 18:30:01 IST 2021,7.56,26.87
Sat  2 Jan 19:00:01 IST 2021,20.77,26.51
Sat  2 Jan 19:30:01 IST 2021,12.5,14.49
Sat  2 Jan 20:00:01 IST 2021,67.66,24.53
Sat  2 Jan 20:30:01 IST 2021,21.63,28.37
Sat  2 Jan 21:00:01 IST 2021,18.88,26.38
Sat  2 Jan 21:30:01 IST 2021,24.86,30.92
Sat  2 Jan 22:00:01 IST 2021,33.11,27.92
Sat  2 Jan 22:30:01 IST 2021,83.77,19.89
Sat  2 Jan 23:00:02 IST 2021,85.05,20.42
Sat  2 Jan 23:30:01 IST 2021,19.03,26.31
Sun  3 Jan 00:00:02 IST 2021,26.21,26.94
Sun  3 Jan 00:30:01 IST 2021,86.39,27.71
Sun  3 Jan 01:00:01 IST 2021,83.13,25.25
Sun  3 Jan 01:30:01 IST 2021,19.72,23.19
Sun  3 Jan 02:00:02 IST 2021,76.89,29.4
Sun  3 Jan 02:30:01 IST 2021,70.51,17.08
Sun  3 Jan 03:00:01 IST 2021,38.36,29.44
Sun  3 Jan 03:30:01 IST 2021,80.82,24.08
Sun  3 Jan 04:00:01 IST 2021,69.82,26.87
Sun  3 Jan 04:30:01 IST 2021,30.48,27.74
Sun  3 Jan 05:00:01 IST 2021,71.3,28.99
Sun  3 Jan 05:30:01 IST 2021,79.77,24.34
Sun  3 Jan 06:00:02 IST 2021,76.38,28.68
Sun  3 Jan 06:30:01 IST 2021,82.12,27.76
Sun  3 Jan 07:00:01 IST 2021,59.9,26.84
Sun  3 Jan 07:30:01 IST 2021,90.42,25.79
Sun  3 Jan 08:00:01 IST 2021,71.84,26.85
Sun  3 Jan 08:30:01 IST 2021,27.99,32.84
Sun  3 Jan 09:00:01 IST 2021,25.66,28.1
Sun  3 Jan 09:30:01 IST 2021,10.72,30.85
Sun  3 Jan 10:00:01 IST 2021,28.6,29.82
Sun  3 Jan 10:30:01 IST 2021,16.02,27.26
Sun  3 Jan 11:00:01 IST 2021,37.83,28.39
Sun  3 Jan 11:30:01 IST 2021,12.96,29.47
Sun  3 Jan 12:00:01 IST 2021,24.01,27.96
Sun  3 Jan 12:30:01 IST 2021,12.97,23.4
Sun  3 Jan 13:00:01 IST 2021,11.76,27.84
Sun  3 Jan 13:30:01 IST 2021,13.35,27.99
Sun  3 Jan 14:00:01 IST 2021,19.94,27.37
Sun  3 Jan 14:30:01 IST 2021,16.81,29.27
Sun  3 Jan 15:00:01 IST 2021,83.97,32.2
Sun  3 Jan 15:30:02 IST 2021,9.8,25.66
Sun  3 Jan 16:00:01 IST 2021,64.68,22.82
Sun  3 Jan 16:30:01 IST 2021,21.77,26.62
Sun  3 Jan 17:00:01 IST 2021,33.97,28.57
Sun  3 Jan 17:30:01 IST 2021,16.58,34.74
Sun  3 Jan 18:00:01 IST 2021,43.27,29.08
Sun  3 Jan 18:30:01 IST 2021,74.06,26.84
Sun  3 Jan 19:00:01 IST 2021,70.38,31.18
Sun  3 Jan 19:30:01 IST 2021,9.12,10.02
Sun  3 Jan 20:00:01 IST 2021,15.78,30.06
Sun  3 Jan 20:30:01 IST 2021,72.95,32.17
Sun  3 Jan 21:00:01 IST 2021,67.6,25.09
Sun  3 Jan 21:30:01 IST 2021,7.56,28.38
Sun  3 Jan 22:00:01 IST 2021,72.16,28.52
Sun  3 Jan 22:30:01 IST 2021,12.5,24.39
Sun  3 Jan 23:00:01 IST 2021,84.78,26.08
Sun  3 Jan 23:30:01 IST 2021,85.6,29.19
Mon  4 Jan 00:00:01 IST 2021,8.52,23.31
Mon  4 Jan 00:30:01 IST 2021,8.4,29.66
Mon  4 Jan 01:00:01 IST 2021,38.72,32.75
Mon  4 Jan 01:30:01 IST 2021,16.12,30.02
Mon  4 Jan 02:00:01 IST 2021,70.03,30.13
Mon  4 Jan 02:30:01 IST 2021,75.7,18.63
Mon  4 Jan 03:00:02 IST 2021,75.15,29.93
Mon  4 Jan 03:30:01 IST 2021,10.77,28.72
Mon  4 Jan 04:00:01 IST 2021,87.29,30.42
Mon  4 Jan 04:30:01 IST 2021,84.24,30.28
Mon  4 Jan 05:00:01 IST 2021,88.72,30.69
Mon  4 Jan 05:30:01 IST 2021,86.25,25.48
Mon  4 Jan 06:00:01 IST 2021,28.22,31.28
Mon  4 Jan 06:30:01 IST 2021,20.85,29.17
Mon  4 Jan 07:00:02 IST 2021,75.24,27.9
Mon  4 Jan 07:30:01 IST 2021,21.73,30.01
Mon  4 Jan 08:00:01 IST 2021,36.24,30.73
Mon  4 Jan 08:30:01 IST 2021,11.87,27.83
Mon  4 Jan 09:00:01 IST 2021,84.48,27.01
Mon  4 Jan 09:30:01 IST 2021,9.06,30.11
Mon  4 Jan 10:00:01 IST 2021,15.14,30.73
Mon  4 Jan 10:30:01 IST 2021,5.6,28.15
Mon  4 Jan 11:00:01 IST 2021,27.04,27.11
Mon  4 Jan 11:30:01 IST 2021,77.88,26.9
Mon  4 Jan 12:00:01 IST 2021,13.36,30.01
Mon  4 Jan 12:30:01 IST 2021,80.85,26.38
Mon  4 Jan 13:00:01 IST 2021,30.39,18.62
Mon  4 Jan 13:30:01 IST 2021,49.71,25.42
Mon  4 Jan 14:00:01 IST 2021,52.89,23.07
Mon  4 Jan 14:30:01 IST 2021,3.98,26.18
Mon  4 Jan 15:00:01 IST 2021,76.96,22.38
Mon  4 Jan 15:30:01 IST 2021,54.29,23.43
Mon  4 Jan 16:00:01 IST 2021,8.28,25.6
Mon  4 Jan 16:30:02 IST 2021,75.33,23.28
Mon  4 Jan 17:00:01 IST 2021,6.46,26.82
Mon  4 Jan 17:30:01 IST 2021,81.31,26.32
Mon  4 Jan 18:00:01 IST 2021,62.88,23.14
Mon  4 Jan 18:30:01 IST 2021,5.42,29.53
Mon  4 Jan 19:00:01 IST 2021,72.45,19.94
Mon  4 Jan 19:30:01 IST 2021,38.93,18.66
Mon  4 Jan 20:00:01 IST 2021,62.78,19.49
Mon  4 Jan 20:30:02 IST 2021,73.44,19.67
Mon  4 Jan 21:00:01 IST 2021,12.88,20.38
Mon  4 Jan 21:30:01 IST 2021,7.38,27.98
Mon  4 Jan 22:00:02 IST 2021,58.04,19.91
Mon  4 Jan 22:30:01 IST 2021,64.86,20.5
Mon  4 Jan 23:00:01 IST 2021,65.25,19.58
Mon  4 Jan 23:30:01 IST 2021,50.34,24.12
Tue  5 Jan 00:00:02 IST 2021,41.38,20.31
Tue  5 Jan 00:30:01 IST 2021,10.34,22.74
Tue  5 Jan 01:00:01 IST 2021,75.46,30.54
Tue  5 Jan 01:30:01 IST 2021,15.98,27.77
Tue  5 Jan 02:00:01 IST 2021,70.09,27.03
Tue  5 Jan 02:30:01 IST 2021,71.48,22.07
Tue  5 Jan 03:00:01 IST 2021,74.26,28.07
Tue  5 Jan 03:30:01 IST 2021,9.76,28.49
Tue  5 Jan 04:00:01 IST 2021,82.16,27.74
Tue  5 Jan 04:30:01 IST 2021,12.87,24.13
Tue  5 Jan 05:00:01 IST 2021,78.9,30.4
Tue  5 Jan 05:30:01 IST 2021,13.86,29.64
Tue  5 Jan 06:00:01 IST 2021,88.54,25.27
Tue  5 Jan 06:30:01 IST 2021,22.71,31.01
Tue  5 Jan 07:00:01 IST 2021,75.6,24.44
Tue  5 Jan 07:30:01 IST 2021,6.54,24.08
Tue  5 Jan 08:00:01 IST 2021,79.59,25.72
Tue  5 Jan 08:30:01 IST 2021,15,28.01
Tue  5 Jan 09:00:01 IST 2021,87,23.81
Tue  5 Jan 09:30:01 IST 2021,6.03,27.42
Tue  5 Jan 10:00:02 IST 2021,13.71,25.32
Tue  5 Jan 10:30:01 IST 2021,7.39,24.47
Tue  5 Jan 11:00:01 IST 2021,25.2,27.86
Tue  5 Jan 11:30:01 IST 2021,87.76,26.68
Tue  5 Jan 12:00:02 IST 2021,78.06,28.18
Tue  5 Jan 12:30:01 IST 2021,81.97,26.86
Tue  5 Jan 13:00:02 IST 2021,89.75,31.6
Tue  5 Jan 13:30:01 IST 2021,5.06,27.22
Tue  5 Jan 14:00:01 IST 2021,10.62,17.83
Tue  5 Jan 14:30:01 IST 2021,81.46,28.42
Tue  5 Jan 15:00:02 IST 2021,76.84,25.49
Tue  5 Jan 15:30:01 IST 2021,68.25,23.9
Tue  5 Jan 16:00:02 IST 2021,74.5,24.64
Tue  5 Jan 16:30:01 IST 2021,78.24,21.75
Tue  5 Jan 17:00:01 IST 2021,19,28.16
Tue  5 Jan 17:30:01 IST 2021,6.99,23.11
Tue  5 Jan 18:00:01 IST 2021,20.94,28.14
Tue  5 Jan 18:30:01 IST 2021,10.81,3.31
Tue  5 Jan 18:59:20 IST 2021,18.25,24.79
Tue  5 Jan 19:00:01 IST 2021,,
33.83,6.98,
Tue  5 Jan 19:30:01 IST 2021,73.71,25.99
Tue  5 Jan 20:00:02 IST 2021,35.15,28.03
Tue  5 Jan 20:30:01 IST 2021,6.33,28.13
Tue  5 Jan 21:00:02 IST 2021,75.66,28.33
Tue  5 Jan 21:30:01 IST 2021,80.2,25.62
Tue  5 Jan 21:40:31 IST 2021,81.84,29.41
Tue  5 Jan 22:00:01 IST 2021,78.92,21.73
Tue  5 Jan 22:30:01 IST 2021,81.18,30.06
Tue  5 Jan 23:00:01 IST 2021,78.92,28.37
Tue  5 Jan 23:30:01 IST 2021,9.92,28.84
Wed  6 Jan 00:00:01 IST 2021,19.61,31.62
Wed  6 Jan 00:30:01 IST 2021,14.19,32.14
Wed  6 Jan 01:00:01 IST 2021,79.6,28.3
Wed  6 Jan 01:30:01 IST 2021,8.9,29.27
Wed  6 Jan 02:00:01 IST 2021,31.1,30.66
Wed  6 Jan 02:30:01 IST 2021,61.56,23.95
Wed  6 Jan 03:00:01 IST 2021,82.83,25.89
Wed  6 Jan 03:30:02 IST 2021,64.38,24.06
Wed  6 Jan 04:00:01 IST 2021,69.83,24.79
Wed  6 Jan 04:30:01 IST 2021,79.03,24.69
Wed  6 Jan 05:00:01 IST 2021,,
Wed  6 Jan 05:30:01 IST 2021,35.76,29.19
Wed  6 Jan 06:00:01 IST 2021,84.4,31.32
Wed  6 Jan 06:30:01 IST 2021,22.56,28.68
Wed  6 Jan 07:00:01 IST 2021,86.36,29.88
Wed  6 Jan 07:30:01 IST 2021,13.74,27.68
Wed  6 Jan 08:00:02 IST 2021,85.46,32.56
Wed  6 Jan 08:30:02 IST 2021,14.55,29.29
Wed  6 Jan 09:00:01 IST 2021,32.59,29.71
Wed  6 Jan 09:30:01 IST 2021,19.38,35.06
Wed  6 Jan 10:00:01 IST 2021,86.98,20.65
Wed  6 Jan 10:30:01 IST 2021,6.55,24.06
Wed  6 Jan 11:00:01 IST 2021,47.22,25.18
Wed  6 Jan 11:30:01 IST 2021,72.75,25.77
Wed  6 Jan 12:00:01 IST 2021,74.51,25.44
Wed  6 Jan 12:30:01 IST 2021,58.05,28.38
Wed  6 Jan 13:00:01 IST 2021,18.67,30.86
Wed  6 Jan 13:30:01 IST 2021,85.9,30.89
Wed  6 Jan 14:00:01 IST 2021,21.95,27.89
Wed  6 Jan 14:30:01 IST 2021,7.34,25.71
Wed  6 Jan 15:00:01 IST 2021,65.15,27.7
Wed  6 Jan 15:30:01 IST 2021,4.65,27.09
Wed  6 Jan 16:00:01 IST 2021,15.6,29.39
Wed  6 Jan 16:30:01 IST 2021,5.69,24.72
Wed  6 Jan 17:00:01 IST 2021,26.09,16.92
Wed  6 Jan 17:30:01 IST 2021,6.49,26.91
Wed  6 Jan 18:00:02 IST 2021,18.97,29.5
Wed  6 Jan 18:30:01 IST 2021,82.03,31.65
Wed  6 Jan 19:00:02 IST 2021,81.62,27.75
Wed  6 Jan 19:30:01 IST 2021,6.43,24.99
Wed  6 Jan 20:00:01 IST 2021,28.28,24.45
Wed  6 Jan 20:30:01 IST 2021,9.05,25.05
Wed  6 Jan 21:00:01 IST 2021,16,25.39
Wed  6 Jan 21:30:01 IST 2021,12.01,27.79
Wed  6 Jan 22:00:01 IST 2021,76.61,22.01
Wed  6 Jan 22:30:01 IST 2021,69.66,25.92
Wed  6 Jan 23:00:01 IST 2021,71.77,19.38
Wed  6 Jan 23:30:02 IST 2021,79.34,23.44
Thu  7 Jan 00:00:01 IST 2021,38.75,24.75
Thu  7 Jan 00:30:01 IST 2021,60.69,22.36
Thu  7 Jan 01:00:01 IST 2021,65.97,20.2
Thu  7 Jan 01:30:01 IST 2021,4.61,28.05
Thu  7 Jan 02:00:01 IST 2021,68.11,33.7
Thu  7 Jan 02:30:01 IST 2021,22.76,21.18
Thu  7 Jan 03:00:01 IST 2021,45.73,31
Thu  7 Jan 03:30:01 IST 2021,31.58,28.02
Thu  7 Jan 04:00:01 IST 2021,70.43,30.73
Thu  7 Jan 04:30:01 IST 2021,69.78,32.66
Thu  7 Jan 05:00:01 IST 2021,18.33,27.97
Thu  7 Jan 05:30:01 IST 2021,32.27,28.43
Thu  7 Jan 06:00:01 IST 2021,28.59,28.77
Thu  7 Jan 06:30:01 IST 2021,88.02,25.16
Thu  7 Jan 07:00:01 IST 2021,50.1,31.12
Thu  7 Jan 07:30:01 IST 2021,19.8,29.99
Thu  7 Jan 08:00:01 IST 2021,38.44,28.42
Thu  7 Jan 08:30:01 IST 2021,18.32,27.17
Thu  7 Jan 09:00:01 IST 2021,76.42,30.18
Thu  7 Jan 09:30:01 IST 2021,9.76,29.27
Thu  7 Jan 10:00:01 IST 2021,25.13,31.86
Thu  7 Jan 10:30:01 IST 2021,6.15,26.08
Thu  7 Jan 11:00:01 IST 2021,24.28,30.92
Thu  7 Jan 11:30:01 IST 2021,12.81,26.69
Thu  7 Jan 12:00:01 IST 2021,35.86,26.17
Thu  7 Jan 12:30:01 IST 2021,8.47,23.75
Thu  7 Jan 13:00:01 IST 2021,22.21,36.71
Thu  7 Jan 13:30:01 IST 2021,4.27,32.66
Thu  7 Jan 14:00:01 IST 2021,75.29,30.21
Thu  7 Jan 14:30:01 IST 2021,27.14,13.63
Thu  7 Jan 15:00:01 IST 2021,45.75,20.29
Thu  7 Jan 15:30:01 IST 2021,3.11,18.36
Thu  7 Jan 16:00:01 IST 2021,9.3,21.27
Thu  7 Jan 16:30:01 IST 2021,72.93,20.94
Thu  7 Jan 17:00:01 IST 2021,26.01,29.65
Thu  7 Jan 17:30:01 IST 2021,5.57,28.63
Thu  7 Jan 18:00:01 IST 2021,57.16,28.13
Thu  7 Jan 18:30:01 IST 2021,9.58,29.19
Thu  7 Jan 19:00:01 IST 2021,29.65,27.96
Thu  7 Jan 19:30:01 IST 2021,85.55,25.75
Thu  7 Jan 20:00:01 IST 2021,68.11,28.81
Thu  7 Jan 20:30:01 IST 2021,73.28,28.7
Thu  7 Jan 21:00:01 IST 2021,25.01,29.22
Thu  7 Jan 21:30:01 IST 2021,9.01,24.91
Thu  7 Jan 22:00:01 IST 2021,22.88,20.17
Thu  7 Jan 22:30:01 IST 2021,2.7,16.4
Thu  7 Jan 23:00:01 IST 2021,41.62,26.5
Thu  7 Jan 23:30:01 IST 2021,7.49,25.05
Fri  8 Jan 00:00:01 IST 2021,78.93,27.09
Fri  8 Jan 00:30:01 IST 2021,22.57,27.6
Fri  8 Jan 01:00:02 IST 2021,67.49,30.17
Fri  8 Jan 01:30:01 IST 2021,8.97,32.04
Fri  8 Jan 02:00:01 IST 2021,14.95,32.89
Fri  8 Jan 02:30:01 IST 2021,17.47,29.45
Fri  8 Jan 03:00:01 IST 2021,57.88,29.09
Fri  8 Jan 03:30:01 IST 2021,76.92,27.76
Fri  8 Jan 04:00:01 IST 2021,68.49,26.02
Fri  8 Jan 04:30:01 IST 2021,20.49,29.97
Fri  8 Jan 05:00:01 IST 2021,45.01,30.97
Fri  8 Jan 05:30:01 IST 2021,21.6,29.91
Fri  8 Jan 06:00:01 IST 2021,40.72,28.55
Fri  8 Jan 06:30:01 IST 2021,15.82,28.82
Fri  8 Jan 07:00:01 IST 2021,22.61,28.27
Fri  8 Jan 07:30:01 IST 2021,24.48,27.63
Fri  8 Jan 08:00:01 IST 2021,50.08,26.62
Fri  8 Jan 08:30:01 IST 2021,72.6,28.87
Fri  8 Jan 09:00:01 IST 2021,35.97,28.54
Fri  8 Jan 09:30:01 IST 2021,19.38,27.63
Fri  8 Jan 10:00:01 IST 2021,45.13,31.54
Fri  8 Jan 10:30:01 IST 2021,8.37,27.29
Fri  8 Jan 11:00:02 IST 2021,76.19,26.52
