Date,Download,Upload
Sat 19 Dec 20:30:01 IST 2020,72.34,28.77
Sat 19 Dec 21:00:01 IST 2020,74.63,32.14
Sat 19 Dec 21:30:01 IST 2020,48.35,22.37
Sat 19 Dec 22:00:01 IST 2020,76.76,21.54
Sat 19 Dec 22:30:01 IST 2020,76.13,16.55
Sat 19 Dec 23:00:01 IST 2020,69.2,20.73
Sat 19 Dec 23:30:01 IST 2020,,
Sun 20 Dec 00:00:01 IST 2020,,
Sun 20 Dec 00:30:01 IST 2020,,
Sun 20 Dec 01:00:01 IST 2020,,
Sun 20 Dec 01:30:01 IST 2020,,
Sun 20 Dec 02:00:01 IST 2020,,
Sun 20 Dec 02:30:01 IST 2020,,
Sun 20 Dec 03:00:01 IST 2020,,
Sun 20 Dec 03:30:01 IST 2020,,
Sun 20 Dec 04:00:01 IST 2020,,
Sun 20 Dec 04:30:01 IST 2020,,
Sun 20 Dec 05:00:01 IST 2020,,
Sun 20 Dec 05:30:01 IST 2020,,
Sun 20 Dec 06:00:01 IST 2020,,
Sun 20 Dec 06:30:01 IST 2020,,
Sun 20 Dec 07:00:01 IST 2020,,
Sun 20 Dec 07:30:01 IST 2020,,
Sun 20 Dec 08:00:01 IST 2020,,
Sun 20 Dec 08:30:01 IST 2020,,
Sun 20 Dec 09:00:01 IST 2020,,
Sun 20 Dec 09:30:01 IST 2020,,
Sun 20 Dec 10:00:01 IST 2020,,
Sun 20 Dec 10:30:01 IST 2020,,
Sun 20 Dec 11:00:01 IST 2020,,
Sun 20 Dec 11:30:01 IST 2020,,
Sun 20 Dec 12:00:01 IST 2020,,
Sun 20 Dec 12:30:01 IST 2020,,
Sun 20 Dec 13:00:01 IST 2020,,
Sun 20 Dec 13:30:01 IST 2020,,
Sun 20 Dec 14:00:01 IST 2020,,
Sun 20 Dec 14:30:01 IST 2020,,
Sun 20 Dec 15:00:01 IST 2020,,
Sun 20 Dec 15:30:01 IST 2020,,
Sun 20 Dec 16:00:01 IST 2020,30.11,25.04
Sun 20 Dec 16:30:01 IST 2020,59.65,13.37
Sun 20 Dec 17:00:01 IST 2020,62.46,18.01
Sun 20 Dec 17:30:01 IST 2020,48.64,34.36
Sun 20 Dec 18:00:01 IST 2020,53.2,31.85
Sun 20 Dec 18:30:01 IST 2020,50.81,25.29
Sun 20 Dec 19:00:01 IST 2020,71.68,3.56
Sun 20 Dec 19:30:01 IST 2020,74.4,26.09
Sun 20 Dec 20:00:01 IST 2020,82.48,18.22
Sun 20 Dec 20:30:01 IST 2020,73.41,23.83
Sun 20 Dec 21:00:01 IST 2020,84.71,14.92
Sun 20 Dec 21:30:01 IST 2020,70.19,18.22
Sun 20 Dec 22:00:01 IST 2020,57.13,25.74
Sun 20 Dec 22:30:01 IST 2020,36.93,18.48
Sun 20 Dec 23:00:01 IST 2020,39.34,29.13
Sun 20 Dec 23:30:01 IST 2020,61.22,29.99
Mon 21 Dec 00:00:01 IST 2020,48.75,27.91
Mon 21 Dec 00:30:01 IST 2020,87.95,17.97
Mon 21 Dec 01:00:01 IST 2020,73.94,25.45
Mon 21 Dec 01:30:01 IST 2020,67.74,22.6
Mon 21 Dec 02:00:01 IST 2020,84.22,28.54
Mon 21 Dec 02:30:01 IST 2020,90.68,31.49
Mon 21 Dec 03:00:01 IST 2020,85.06,30.92
Mon 21 Dec 03:30:01 IST 2020,77.57,30.46
Mon 21 Dec 04:00:01 IST 2020,87.21,30.67
Mon 21 Dec 04:30:01 IST 2020,87.97,29.39
Mon 21 Dec 05:00:01 IST 2020,76.85,29.63
Mon 21 Dec 05:30:01 IST 2020,80.33,25.1
Mon 21 Dec 06:00:01 IST 2020,81.59,24.73
Mon 21 Dec 06:30:01 IST 2020,82.47,28.41
Mon 21 Dec 07:00:01 IST 2020,84.38,27.4
Mon 21 Dec 07:30:01 IST 2020,76.23,28.8
Mon 21 Dec 08:00:01 IST 2020,87.76,34.69
Mon 21 Dec 08:30:01 IST 2020,88.69,30.91
Mon 21 Dec 09:00:01 IST 2020,69.83,26.13
Mon 21 Dec 09:30:01 IST 2020,70.98,25.4
Mon 21 Dec 10:00:01 IST 2020,71.01,25.42
Mon 21 Dec 10:30:01 IST 2020,6.74,29.61
Mon 21 Dec 11:00:01 IST 2020,14.56,27.68
Mon 21 Dec 11:30:01 IST 2020,56.4,17.14
Mon 21 Dec 12:00:01 IST 2020,57.83,20.39
Mon 21 Dec 12:30:01 IST 2020,,
Mon 21 Dec 13:00:01 IST 2020,50.56,17.51
Mon 21 Dec 13:30:01 IST 2020,5.25,29.12
Mon 21 Dec 14:00:01 IST 2020,25.67,22.48
Mon 21 Dec 14:30:01 IST 2020,68.65,12.57
Mon 21 Dec 15:00:01 IST 2020,63.82,19.76
Mon 21 Dec 15:30:01 IST 2020,47.51,15.58
Mon 21 Dec 16:00:02 IST 2020,44.12,18.18
Mon 21 Dec 16:30:01 IST 2020,4.06,28.34
Mon 21 Dec 17:00:01 IST 2020,9.26,12.16
Mon 21 Dec 17:30:01 IST 2020,42.28,29.16
Mon 21 Dec 18:00:01 IST 2020,72.31,28.04
Mon 21 Dec 18:30:01 IST 2020,87.77,15.14
Mon 21 Dec 19:00:01 IST 2020,89.02,24.39
Mon 21 Dec 19:30:01 IST 2020,87.94,38.19
Mon 21 Dec 20:00:01 IST 2020,69.26,28.23
Mon 21 Dec 20:30:01 IST 2020,30.48,31.08
Mon 21 Dec 21:00:01 IST 2020,83.05,32.07
Mon 21 Dec 21:30:01 IST 2020,77.45,35.52
Mon 21 Dec 22:00:01 IST 2020,77.22,32.99
Mon 21 Dec 22:30:01 IST 2020,81.29,10.49
Mon 21 Dec 23:00:01 IST 2020,84.24,37.24
Mon 21 Dec 23:30:01 IST 2020,81.83,32.94
Tue 22 Dec 00:00:01 IST 2020,86.29,30.41
Tue 22 Dec 00:30:01 IST 2020,43.89,34.38
Tue 22 Dec 01:00:01 IST 2020,75.48,36.4
Tue 22 Dec 01:30:02 IST 2020,,
Tue 22 Dec 02:00:01 IST 2020,81.76,29.96
Tue 22 Dec 02:30:01 IST 2020,77.35,25.01
Tue 22 Dec 03:00:01 IST 2020,27.98,26.99
Tue 22 Dec 03:30:01 IST 2020,40.02,27.84
Tue 22 Dec 04:00:01 IST 2020,87.1,26.93
Tue 22 Dec 04:30:01 IST 2020,77.05,29.98
Tue 22 Dec 05:00:01 IST 2020,86.22,26.87
Tue 22 Dec 05:30:01 IST 2020,25.67,35.23
Tue 22 Dec 06:00:01 IST 2020,86.53,31.23
Tue 22 Dec 06:30:01 IST 2020,80.99,28.85
Tue 22 Dec 07:00:01 IST 2020,84.28,28.82
Tue 22 Dec 07:30:01 IST 2020,88.03,34.01
Tue 22 Dec 08:00:01 IST 2020,4.69,4.21
Tue 22 Dec 08:30:01 IST 2020,53.44,35.55
Tue 22 Dec 09:00:02 IST 2020,89.11,34.97
Tue 22 Dec 09:30:01 IST 2020,30.72,30.67
Tue 22 Dec 10:00:01 IST 2020,85.65,32.54
Tue 22 Dec 10:30:01 IST 2020,50.34,28.14
Tue 22 Dec 11:00:01 IST 2020,58.59,35.01
Tue 22 Dec 11:30:01 IST 2020,77.82,31.63
Tue 22 Dec 12:00:01 IST 2020,35.83,24.51
Tue 22 Dec 12:30:02 IST 2020,41.02,25.28
Tue 22 Dec 13:00:01 IST 2020,51.99,29.03
Tue 22 Dec 13:30:01 IST 2020,79.77,31.11
Tue 22 Dec 14:00:02 IST 2020,84.21,27.21
Tue 22 Dec 14:30:01 IST 2020,80.65,29.51
Tue 22 Dec 15:00:01 IST 2020,18.44,18.18
Tue 22 Dec 15:30:01 IST 2020,37.9,27.06
Tue 22 Dec 16:00:01 IST 2020,76.02,29.95
Tue 22 Dec 16:30:01 IST 2020,33.62,25.15
Tue 22 Dec 17:00:01 IST 2020,30.93,29.03
Tue 22 Dec 17:30:01 IST 2020,77.04,31.14
Tue 22 Dec 18:00:01 IST 2020,54.47,28.76
Tue 22 Dec 18:30:01 IST 2020,44.82,26.83
Tue 22 Dec 19:00:01 IST 2020,32.86,29.8
Tue 22 Dec 19:30:01 IST 2020,40.39,29.17
Tue 22 Dec 20:00:01 IST 2020,28.91,29.91
Tue 22 Dec 20:30:01 IST 2020,21.89,22.79
Tue 22 Dec 21:00:02 IST 2020,48.18,26.89
Tue 22 Dec 21:30:01 IST 2020,41.41,30.92
Tue 22 Dec 22:00:01 IST 2020,70.84,31.36
Tue 22 Dec 22:30:01 IST 2020,75.93,25.99
Tue 22 Dec 23:00:01 IST 2020,78.23,29.3
Tue 22 Dec 23:30:01 IST 2020,76.08,25.79
Wed 23 Dec 00:00:01 IST 2020,77.99,29.27
Wed 23 Dec 00:30:01 IST 2020,,
Wed 23 Dec 01:00:01 IST 2020,,
Wed 23 Dec 01:30:01 IST 2020,,
Wed 23 Dec 02:00:01 IST 2020,,
Wed 23 Dec 02:30:01 IST 2020,,
Wed 23 Dec 03:00:01 IST 2020,,
Wed 23 Dec 03:30:01 IST 2020,,
Wed 23 Dec 04:00:01 IST 2020,,
Wed 23 Dec 04:30:01 IST 2020,,
Wed 23 Dec 05:00:01 IST 2020,,
Wed 23 Dec 05:30:01 IST 2020,,
Wed 23 Dec 06:00:01 IST 2020,,
Wed 23 Dec 06:30:02 IST 2020,,
Wed 23 Dec 07:00:01 IST 2020,,
Wed 23 Dec 07:30:01 IST 2020,,
Wed 23 Dec 08:00:01 IST 2020,,
Wed 23 Dec 08:30:01 IST 2020,,
Wed 23 Dec 09:00:01 IST 2020,,
Wed 23 Dec 09:30:01 IST 2020,,
Wed 23 Dec 10:00:01 IST 2020,,
Wed 23 Dec 10:30:01 IST 2020,,
Wed 23 Dec 11:00:01 IST 2020,,
Wed 23 Dec 11:30:01 IST 2020,80.43,19.14
Wed 23 Dec 12:00:01 IST 2020,76.91,26.4
Wed 23 Dec 12:30:01 IST 2020,37.11,24.13
Wed 23 Dec 13:00:01 IST 2020,71.85,25.65
Wed 23 Dec 13:30:01 IST 2020,65.06,24.91
Wed 23 Dec 14:00:01 IST 2020,79.27,28.62
Wed 23 Dec 14:30:01 IST 2020,69.86,26.15
Wed 23 Dec 15:00:01 IST 2020,81.47,25.48
Wed 23 Dec 15:30:01 IST 2020,69.32,25.24
Wed 23 Dec 16:00:01 IST 2020,78.77,22.77
Wed 23 Dec 16:30:01 IST 2020,85.91,28.4
Wed 23 Dec 17:00:01 IST 2020,38.23,28.87
Wed 23 Dec 17:30:01 IST 2020,72.03,22.7
Wed 23 Dec 18:00:02 IST 2020,80.4,28.48
Wed 23 Dec 18:30:01 IST 2020,77.74,27
Wed 23 Dec 19:00:01 IST 2020,67.83,32.12
Wed 23 Dec 19:30:01 IST 2020,42.82,27.45
Wed 23 Dec 20:00:01 IST 2020,66.4,28.83
Wed 23 Dec 20:30:02 IST 2020,51.92,26.34
Wed 23 Dec 21:00:01 IST 2020,62.86,21.67
Wed 23 Dec 21:30:01 IST 2020,58.13,21.49
Wed 23 Dec 22:00:01 IST 2020,79.83,22.92
Wed 23 Dec 22:30:01 IST 2020,60.05,25.76
Wed 23 Dec 23:00:01 IST 2020,75.7,24.56
Wed 23 Dec 23:30:01 IST 2020,73.24,24.07
Thu 24 Dec 00:00:01 IST 2020,35.59,30.73
Thu 24 Dec 00:30:01 IST 2020,37.89,30.24
Thu 24 Dec 01:00:01 IST 2020,82.49,20.03
Thu 24 Dec 01:30:01 IST 2020,77.31,20.83
Thu 24 Dec 02:00:01 IST 2020,75.09,27.51
Thu 24 Dec 02:30:01 IST 2020,86.45,29.1
Thu 24 Dec 03:00:01 IST 2020,83.23,25.28
Thu 24 Dec 03:30:01 IST 2020,73.7,24.82
Thu 24 Dec 04:00:01 IST 2020,75.15,23.32
Thu 24 Dec 04:30:01 IST 2020,76.84,26.35
Thu 24 Dec 05:00:01 IST 2020,80.18,28.08
Thu 24 Dec 05:30:01 IST 2020,80.5,25.99
Thu 24 Dec 06:00:01 IST 2020,68.46,25.35
Thu 24 Dec 06:30:01 IST 2020,83.57,22.2
Thu 24 Dec 07:00:01 IST 2020,68.75,24.72
Thu 24 Dec 07:30:02 IST 2020,72.42,31.24
Thu 24 Dec 08:00:01 IST 2020,8.4,10.26
Thu 24 Dec 08:30:01 IST 2020,75,25.42
Thu 24 Dec 09:00:01 IST 2020,81.83,33.92
Thu 24 Dec 09:30:01 IST 2020,29.48,0
Thu 24 Dec 10:00:01 IST 2020,77.14,25.37
Thu 24 Dec 10:30:01 IST 2020,71.68,23.92
Thu 24 Dec 11:00:01 IST 2020,72.28,25.94
Thu 24 Dec 11:30:01 IST 2020,82.91,20.9
Thu 24 Dec 12:00:01 IST 2020,28.89,20.93
Thu 24 Dec 12:30:01 IST 2020,83.23,34.14
Thu 24 Dec 13:00:01 IST 2020,83.9,30.59
Thu 24 Dec 13:30:01 IST 2020,87.46,26.55
Thu 24 Dec 14:00:01 IST 2020,87.65,30.2
Thu 24 Dec 14:30:02 IST 2020,70.67,20.97
Thu 24 Dec 15:00:01 IST 2020,82.05,28.47
Thu 24 Dec 15:30:01 IST 2020,79.53,28.83
Thu 24 Dec 16:00:01 IST 2020,76.73,28.41
Thu 24 Dec 16:30:01 IST 2020,80.89,25.62
Thu 24 Dec 17:00:01 IST 2020,77.69,25.15
Thu 24 Dec 17:30:01 IST 2020,81.78,22.24
Thu 24 Dec 18:00:01 IST 2020,71.58,25.02
Thu 24 Dec 18:30:01 IST 2020,44.24,32.81
Thu 24 Dec 19:00:01 IST 2020,63.53,29.43
Thu 24 Dec 19:30:01 IST 2020,67.86,27.78
Thu 24 Dec 20:00:01 IST 2020,72.48,25.67
Thu 24 Dec 20:30:01 IST 2020,76.56,30.28
Thu 24 Dec 21:00:01 IST 2020,80.93,24.95
Thu 24 Dec 21:30:01 IST 2020,41.97,23.94
Thu 24 Dec 22:00:01 IST 2020,56.24,27.48
Thu 24 Dec 22:30:01 IST 2020,74.42,26.72
Thu 24 Dec 23:00:01 IST 2020,78.64,27.24
Thu 24 Dec 23:30:01 IST 2020,82.13,28.74
Fri 25 Dec 00:00:01 IST 2020,82.05,25.28
Fri 25 Dec 00:30:01 IST 2020,83.42,26.67
Fri 25 Dec 01:00:01 IST 2020,88.79,27.92
Fri 25 Dec 01:30:01 IST 2020,77.31,20.44
Fri 25 Dec 02:00:02 IST 2020,75.11,22.56
Fri 25 Dec 02:30:01 IST 2020,86.77,28.05
Fri 25 Dec 03:00:01 IST 2020,72.32,27.07
Fri 25 Dec 03:30:01 IST 2020,86.92,26.56
Fri 25 Dec 04:00:01 IST 2020,74.5,26.69
Fri 25 Dec 04:30:01 IST 2020,68.53,27.03
Fri 25 Dec 05:00:01 IST 2020,69.25,28.86
Fri 25 Dec 05:30:01 IST 2020,88.58,27.68
Fri 25 Dec 06:00:01 IST 2020,87.07,28.43
Fri 25 Dec 06:30:01 IST 2020,86.63,25.21
Fri 25 Dec 07:00:01 IST 2020,81.54,27.09
Fri 25 Dec 07:30:01 IST 2020,81.01,25.68
Fri 25 Dec 08:00:01 IST 2020,84.23,30.81
Fri 25 Dec 08:30:02 IST 2020,76.16,25.72
Fri 25 Dec 09:00:01 IST 2020,75.55,24.18
Fri 25 Dec 09:30:01 IST 2020,64.45,19.43
Fri 25 Dec 10:00:01 IST 2020,86.1,27.86
Fri 25 Dec 10:30:01 IST 2020,80.05,26.84
Fri 25 Dec 11:00:01 IST 2020,73.2,25.87
Fri 25 Dec 11:30:01 IST 2020,,
Fri 25 Dec 12:00:01 IST 2020,85.16,28.49
Fri 25 Dec 12:30:01 IST 2020,38.34,27.44
Fri 25 Dec 13:00:01 IST 2020,77.9,26.45
Fri 25 Dec 13:30:01 IST 2020,76.21,27.13
Fri 25 Dec 14:00:01 IST 2020,79.74,24.67
Fri 25 Dec 14:30:01 IST 2020,83.55,25.73
Fri 25 Dec 15:00:01 IST 2020,82.94,25.95
Fri 25 Dec 15:30:01 IST 2020,85.64,30.72
Fri 25 Dec 16:00:01 IST 2020,71.58,28.45
Fri 25 Dec 16:30:01 IST 2020,33.66,16.55
Fri 25 Dec 17:00:01 IST 2020,24.57,19.72
Fri 25 Dec 17:30:01 IST 2020,83.16,28.85
Fri 25 Dec 18:00:01 IST 2020,78.85,27.61
Fri 25 Dec 18:30:01 IST 2020,81.41,27.88
Fri 25 Dec 19:00:01 IST 2020,84.32,31.8
Fri 25 Dec 19:30:02 IST 2020,75.25,28.65
Fri 25 Dec 20:00:01 IST 2020,85.12,24.92
Fri 25 Dec 20:30:01 IST 2020,85.76,25.21
Fri 25 Dec 21:00:01 IST 2020,74.33,29.31
Fri 25 Dec 21:30:01 IST 2020,78.94,25.56
Fri 25 Dec 22:00:01 IST 2020,69.5,23.78
Fri 25 Dec 22:30:01 IST 2020,71.65,25.77
Fri 25 Dec 23:00:01 IST 2020,83.82,28.7
Fri 25 Dec 23:30:01 IST 2020,84.26,26
Sat 26 Dec 00:00:01 IST 2020,76.39,28.05
Sat 26 Dec 00:30:01 IST 2020,79.11,27.9
Sat 26 Dec 01:00:01 IST 2020,53.95,28.56
Sat 26 Dec 01:30:01 IST 2020,61.35,27.08
Sat 26 Dec 02:00:01 IST 2020,77.04,27.56
Sat 26 Dec 02:30:01 IST 2020,70.21,28.31
Sat 26 Dec 03:00:02 IST 2020,74.74,28.91
Sat 26 Dec 03:30:01 IST 2020,82.4,28.2
Sat 26 Dec 04:00:01 IST 2020,74.49,27.76
Sat 26 Dec 04:30:01 IST 2020,84.84,28.03
Sat 26 Dec 05:00:01 IST 2020,86.59,27.39
Sat 26 Dec 05:30:01 IST 2020,88.74,25.43
Sat 26 Dec 06:00:01 IST 2020,75.66,27
Sat 26 Dec 06:30:02 IST 2020,79.29,28.39
Sat 26 Dec 07:00:01 IST 2020,74.58,25.24
Sat 26 Dec 07:30:01 IST 2020,88.66,26.46
Sat 26 Dec 08:00:01 IST 2020,84.2,30.73
Sat 26 Dec 08:30:01 IST 2020,89.31,25.44
Sat 26 Dec 09:00:01 IST 2020,82.44,23.34
Sat 26 Dec 09:30:01 IST 2020,83.81,22.32
Sat 26 Dec 10:00:01 IST 2020,88.72,27.67
Sat 26 Dec 10:30:01 IST 2020,88.36,28.41
Sat 26 Dec 11:00:01 IST 2020,77.36,23.16
Sat 26 Dec 11:30:01 IST 2020,76.06,27.77
Sat 26 Dec 12:00:01 IST 2020,58.53,24.31
Sat 26 Dec 12:30:01 IST 2020,82.86,27.12
Sat 26 Dec 13:00:01 IST 2020,83.09,25.93
Sat 26 Dec 13:30:01 IST 2020,85.83,29.98
Sat 26 Dec 14:00:01 IST 2020,84.05,26.24
Sat 26 Dec 14:30:01 IST 2020,77.5,24.37
Sat 26 Dec 15:00:01 IST 2020,85.43,28.19
Sat 26 Dec 15:30:01 IST 2020,82.49,27.07
Sat 26 Dec 16:00:01 IST 2020,79.01,27.77
Sat 26 Dec 16:30:01 IST 2020,87.37,25.26
Sat 26 Dec 17:00:01 IST 2020,84.13,29.35
Sat 26 Dec 17:30:01 IST 2020,82.53,26.89
Sat 26 Dec 18:00:01 IST 2020,82.75,26.43
Sat 26 Dec 18:30:01 IST 2020,85.89,28.84
Sat 26 Dec 19:00:01 IST 2020,81.21,27.92
Sat 26 Dec 19:30:01 IST 2020,80.12,31.6
Sat 26 Dec 20:00:01 IST 2020,86.97,26.45
Sat 26 Dec 20:30:02 IST 2020,85.05,30.7
Sat 26 Dec 21:00:01 IST 2020,86.58,26.77
Sat 26 Dec 21:30:01 IST 2020,37.81,31.11
Sat 26 Dec 22:00:01 IST 2020,87.19,34.35
Sat 26 Dec 22:30:01 IST 2020,87.34,31.74
Sat 26 Dec 23:00:01 IST 2020,88.94,30.06
Sat 26 Dec 23:30:01 IST 2020,78.8,26.36
Sun 27 Dec 00:00:01 IST 2020,85.79,29.63
Sun 27 Dec 00:30:01 IST 2020,87.17,32.09
Sun 27 Dec 01:00:01 IST 2020,86.77,31.15
Sun 27 Dec 01:30:01 IST 2020,82.27,28.42
Sun 27 Dec 02:00:01 IST 2020,86.52,33.61
Sun 27 Dec 02:30:01 IST 2020,86.03,32.04
Sun 27 Dec 03:00:01 IST 2020,89.14,25.13
Sun 27 Dec 03:30:02 IST 2020,89.92,34.49
Sun 27 Dec 04:00:01 IST 2020,89.27,31.98
Sun 27 Dec 04:30:02 IST 2020,89.3,32.65
Sun 27 Dec 05:00:01 IST 2020,89.09,33.13
Sun 27 Dec 05:30:01 IST 2020,89.78,32.73
Sun 27 Dec 06:00:01 IST 2020,86.53,31.29
Sun 27 Dec 06:30:01 IST 2020,89.43,29.67
Sun 27 Dec 07:00:01 IST 2020,65.03,32.23
Sun 27 Dec 07:30:01 IST 2020,87.33,31.8
Sun 27 Dec 08:00:01 IST 2020,78.81,28.7
Sun 27 Dec 08:30:01 IST 2020,78.27,30.02
Sun 27 Dec 09:00:01 IST 2020,59.69,29.49
Sun 27 Dec 09:30:01 IST 2020,61.38,31.62
Sun 27 Dec 10:00:01 IST 2020,89.06,29.45
Sun 27 Dec 10:30:02 IST 2020,85.7,31.52
Sun 27 Dec 11:00:02 IST 2020,82.24,26.65
Sun 27 Dec 11:30:01 IST 2020,70.73,25.31
Sun 27 Dec 12:00:01 IST 2020,81.71,28.11
Sun 27 Dec 12:30:01 IST 2020,73.9,23.91
Sun 27 Dec 13:00:01 IST 2020,79.49,26.52
Sun 27 Dec 13:30:01 IST 2020,88.6,36.45
Sun 27 Dec 14:00:01 IST 2020,87.7,32.08
Sun 27 Dec 14:30:01 IST 2020,67.75,32.09
Sun 27 Dec 15:00:01 IST 2020,84.54,30.79
Sun 27 Dec 15:30:01 IST 2020,72.03,20.58
Sun 27 Dec 16:00:01 IST 2020,53.01,29.83
Sun 27 Dec 16:30:01 IST 2020,82.3,31.19
Sun 27 Dec 17:00:01 IST 2020,66.53,30.62
Sun 27 Dec 17:30:01 IST 2020,75.42,30.99
Sun 27 Dec 18:00:01 IST 2020,84.17,30.8
Sun 27 Dec 18:30:01 IST 2020,72.7,28.44
Sun 27 Dec 19:00:01 IST 2020,58.65,30.25
Sun 27 Dec 19:30:01 IST 2020,88.26,26.92
Sun 27 Dec 20:00:01 IST 2020,78.37,20.32
Sun 27 Dec 20:30:01 IST 2020,67.88,23.36
Sun 27 Dec 21:00:01 IST 2020,81.31,32.24
Sun 27 Dec 21:30:01 IST 2020,85.07,31.73
Sun 27 Dec 22:00:01 IST 2020,75.6,33.08
Sun 27 Dec 22:30:01 IST 2020,89.16,30.5
Sun 27 Dec 23:00:01 IST 2020,87.24,31.37
Sun 27 Dec 23:30:01 IST 2020,75.42,26.85
Mon 28 Dec 00:00:01 IST 2020,82.55,31.13
Mon 28 Dec 00:30:01 IST 2020,60.54,32.88
Mon 28 Dec 01:00:01 IST 2020,40.28,29.88
Mon 28 Dec 01:30:01 IST 2020,87.3,33.73
Mon 28 Dec 02:00:01 IST 2020,59.27,31.71
Mon 28 Dec 02:30:01 IST 2020,88.86,32.15
Mon 28 Dec 03:00:01 IST 2020,83.33,31.95
Mon 28 Dec 03:30:01 IST 2020,86.98,33.62
Mon 28 Dec 04:00:01 IST 2020,87.98,32.14
Mon 28 Dec 04:30:01 IST 2020,86.71,32.48
Mon 28 Dec 05:00:02 IST 2020,86.37,35.37
Mon 28 Dec 05:30:02 IST 2020,87.69,35.31
Mon 28 Dec 06:00:01 IST 2020,86.77,31.72
Mon 28 Dec 06:30:01 IST 2020,88.34,32.87
Mon 28 Dec 07:00:01 IST 2020,87.78,34.57
Mon 28 Dec 07:30:01 IST 2020,80.51,31.4
Mon 28 Dec 08:00:01 IST 2020,75.05,29.95
Mon 28 Dec 08:30:01 IST 2020,87.59,34.23
Mon 28 Dec 09:00:01 IST 2020,82.83,26.91
Mon 28 Dec 09:30:01 IST 2020,83.12,29.64
Mon 28 Dec 10:00:01 IST 2020,86.87,32.06
Mon 28 Dec 10:30:01 IST 2020,83.68,30.09
Mon 28 Dec 11:00:01 IST 2020,0.5,8.17
Mon 28 Dec 11:30:01 IST 2020,0.5,7.24
Mon 28 Dec 12:00:01 IST 2020,82.78,29.49
Mon 28 Dec 12:30:01 IST 2020,85.76,34.24
Mon 28 Dec 13:00:01 IST 2020,84.78,33.04
Mon 28 Dec 13:30:01 IST 2020,86.47,33.22
Mon 28 Dec 14:00:01 IST 2020,85.39,32.17
Mon 28 Dec 14:30:01 IST 2020,82.48,29.61
Mon 28 Dec 15:00:01 IST 2020,86.58,27.17
Mon 28 Dec 15:30:01 IST 2020,85.91,22.57
Mon 28 Dec 16:00:01 IST 2020,84.85,24.53
Mon 28 Dec 16:30:01 IST 2020,84.1,32.01
Mon 28 Dec 17:00:01 IST 2020,77.04,30.53
Mon 28 Dec 17:30:01 IST 2020,14.99,24.9
Mon 28 Dec 18:00:01 IST 2020,26.79,30.72
Mon 28 Dec 18:30:01 IST 2020,80.61,30.1
Mon 28 Dec 19:00:01 IST 2020,84.46,28.09
Mon 28 Dec 19:30:01 IST 2020,86.32,30.75
Mon 28 Dec 20:00:01 IST 2020,70.88,29.12
Mon 28 Dec 20:30:01 IST 2020,79.55,30.29
Mon 28 Dec 21:00:01 IST 2020,84.75,28.64
Mon 28 Dec 21:30:01 IST 2020,81.54,22.28
Mon 28 Dec 22:00:01 IST 2020,57.91,29.63
Mon 28 Dec 22:30:01 IST 2020,85.74,25.55
Mon 28 Dec 23:00:01 IST 2020,74.94,30.31
Mon 28 Dec 23:30:01 IST 2020,82.72,32.97
Tue 29 Dec 00:00:01 IST 2020,77.97,30.62
Tue 29 Dec 00:30:01 IST 2020,85.33,30.45
Tue 29 Dec 01:00:01 IST 2020,89.47,32.26
Tue 29 Dec 01:30:01 IST 2020,79.99,27.81
Tue 29 Dec 02:00:01 IST 2020,86.38,27.08
Tue 29 Dec 02:30:01 IST 2020,33.29,31.89
Tue 29 Dec 03:00:01 IST 2020,67.86,30.8
Tue 29 Dec 03:30:01 IST 2020,88.61,33.86
Tue 29 Dec 04:00:01 IST 2020,12.58,31.15
Tue 29 Dec 04:30:01 IST 2020,80.57,31.98
Tue 29 Dec 05:00:01 IST 2020,79.13,32.77
Tue 29 Dec 05:30:01 IST 2020,77.67,30.3
Tue 29 Dec 06:00:01 IST 2020,66.99,25.39
Tue 29 Dec 06:30:02 IST 2020,82.02,30.02
Tue 29 Dec 07:00:01 IST 2020,82.91,28.07
Tue 29 Dec 07:30:01 IST 2020,75.15,28.81
Tue 29 Dec 08:00:01 IST 2020,4.32,3.65
Tue 29 Dec 08:30:01 IST 2020,88.96,30.36
Tue 29 Dec 09:00:01 IST 2020,72.04,24.74
Tue 29 Dec 09:30:01 IST 2020,79.49,27.55
Tue 29 Dec 10:00:01 IST 2020,77.54,25.06
Tue 29 Dec 10:30:01 IST 2020,78.56,25.13
Tue 29 Dec 11:00:01 IST 2020,87.36,29
Tue 29 Dec 11:30:01 IST 2020,81.16,27.25
Tue 29 Dec 12:00:01 IST 2020,76.93,23.13
Tue 29 Dec 12:30:01 IST 2020,83.31,24.43
Tue 29 Dec 13:00:01 IST 2020,84.11,26.95
Tue 29 Dec 13:30:01 IST 2020,51.28,23.92
Tue 29 Dec 14:00:01 IST 2020,73.88,24.95
Tue 29 Dec 14:30:01 IST 2020,69.78,29.5
Tue 29 Dec 15:00:01 IST 2020,74.86,26.9
Tue 29 Dec 15:30:01 IST 2020,74.82,29.85
Tue 29 Dec 16:00:02 IST 2020,7.73,17.93
Tue 29 Dec 16:30:01 IST 2020,76.27,25.85
Tue 29 Dec 17:00:01 IST 2020,76.95,29.43
Tue 29 Dec 17:30:02 IST 2020,83.86,27.46
Tue 29 Dec 18:00:01 IST 2020,86.72,27.78
Tue 29 Dec 18:30:01 IST 2020,78.44,25.35
Tue 29 Dec 19:00:01 IST 2020,79.96,29.14
