Date,Download,Upload
Wed 30 Dec 22:30:01 IST 2020,0.7,12.93
Wed 30 Dec 23:00:01 IST 2020,0.75,14.31
Wed 30 Dec 23:30:01 IST 2020,0.69,18.27
Thu 31 Dec 00:00:01 IST 2020,0.68,16.51
Thu 31 Dec 00:30:01 IST 2020,0.84,16.75
Thu 31 Dec 01:00:01 IST 2020,0.67,17.6
Thu 31 Dec 01:30:01 IST 2020,0.66,17.28
Thu 31 Dec 02:00:01 IST 2020,0.74,18.72
Thu 31 Dec 02:30:01 IST 2020,0.61,18.87
Thu 31 Dec 03:00:01 IST 2020,0.81,18.51
Thu 31 Dec 03:30:01 IST 2020,0.8,17.48
Thu 31 Dec 04:00:01 IST 2020,0.69,18.65
Thu 31 Dec 04:30:01 IST 2020,0.78,18.15
Thu 31 Dec 05:00:01 IST 2020,0.77,18.55
Thu 31 Dec 05:30:01 IST 2020,0.59,17.79
Thu 31 Dec 06:00:01 IST 2020,0.73,16.48
Thu 31 Dec 06:30:01 IST 2020,0.77,17.83
Thu 31 Dec 07:00:01 IST 2020,0.72,18.3
Thu 31 Dec 07:30:01 IST 2020,0.85,18.48
Thu 31 Dec 08:00:01 IST 2020,0.7,17.73
Thu 31 Dec 08:30:01 IST 2020,0.64,17.21
Thu 31 Dec 09:00:01 IST 2020,0.72,18.42
Thu 31 Dec 09:30:01 IST 2020,0.65,18.93
Thu 31 Dec 10:00:01 IST 2020,0.71,18.39
Thu 31 Dec 10:30:01 IST 2020,0.93,17.81
Thu 31 Dec 11:00:01 IST 2020,0.75,11.96
Thu 31 Dec 11:30:01 IST 2020,0.64,16.55
Thu 31 Dec 12:00:01 IST 2020,0.76,18.28
Thu 31 Dec 12:30:01 IST 2020,0.67,17.43
Thu 31 Dec 13:00:01 IST 2020,0.74,19.21
Thu 31 Dec 13:30:01 IST 2020,0.85,18.41
Thu 31 Dec 14:00:01 IST 2020,0.67,17.53
Thu 31 Dec 14:30:01 IST 2020,0.71,14.37
Thu 31 Dec 15:00:01 IST 2020,0.62,18.34
Thu 31 Dec 15:30:01 IST 2020,0.68,16.01
Thu 31 Dec 16:00:01 IST 2020,0.78,15.33
Thu 31 Dec 16:30:01 IST 2020,0.66,18.15
Thu 31 Dec 17:00:01 IST 2020,0.71,17.65
Thu 31 Dec 17:30:01 IST 2020,0.57,17.46
Thu 31 Dec 18:00:01 IST 2020,0.76,17.8
Thu 31 Dec 18:30:01 IST 2020,0.76,17.41
Thu 31 Dec 19:00:01 IST 2020,0.76,14.88
Thu 31 Dec 19:30:01 IST 2020,0.63,20.46
Thu 31 Dec 20:00:01 IST 2020,0.78,17.85
Thu 31 Dec 20:30:01 IST 2020,0.6,18.25
Thu 31 Dec 21:00:01 IST 2020,0.74,19.39
Thu 31 Dec 21:30:01 IST 2020,0.68,18.35
Thu 31 Dec 22:00:01 IST 2020,0.74,17.82
Thu 31 Dec 22:30:01 IST 2020,0.76,19.29
Thu 31 Dec 23:00:01 IST 2020,0.74,17.41
Thu 31 Dec 23:30:01 IST 2020,0.59,18.47
Fri  1 Jan 00:00:01 IST 2021,0.82,14.16
Fri  1 Jan 00:30:01 IST 2021,0.77,17.61
Fri  1 Jan 01:00:01 IST 2021,0.65,16.8
Fri  1 Jan 01:30:01 IST 2021,0.48,18.86
Fri  1 Jan 02:00:01 IST 2021,0.66,17.79
Fri  1 Jan 02:30:01 IST 2021,0.62,15.72
Fri  1 Jan 03:00:01 IST 2021,0.73,18.5
Fri  1 Jan 03:30:01 IST 2021,0.74,17.33
Fri  1 Jan 04:00:01 IST 2021,0.7,16.7
Fri  1 Jan 04:30:01 IST 2021,0.75,17.73
Fri  1 Jan 05:00:01 IST 2021,0.74,17.81
Fri  1 Jan 05:30:01 IST 2021,0.68,16.49
Fri  1 Jan 06:00:01 IST 2021,0.72,17.06
Fri  1 Jan 06:30:01 IST 2021,0.85,17.63
Fri  1 Jan 07:00:01 IST 2021,0.71,17.5
Fri  1 Jan 07:30:01 IST 2021,0.78,18.02
Fri  1 Jan 08:00:01 IST 2021,0.67,17.64
Fri  1 Jan 08:30:01 IST 2021,0.7,17.77
Fri  1 Jan 09:00:01 IST 2021,0.69,18.18
Fri  1 Jan 09:30:01 IST 2021,0.84,19.15
Fri  1 Jan 10:00:01 IST 2021,0.81,17.73
Fri  1 Jan 10:30:01 IST 2021,0.77,17.06
Fri  1 Jan 11:00:01 IST 2021,0.66,16.49
Fri  1 Jan 11:30:01 IST 2021,0.73,18.74
Fri  1 Jan 12:00:01 IST 2021,0.77,17.35
Fri  1 Jan 12:30:01 IST 2021,0.84,18.72
Fri  1 Jan 13:00:01 IST 2021,0.68,18.47
Fri  1 Jan 13:30:02 IST 2021,0.6,17.79
Fri  1 Jan 14:00:01 IST 2021,0.75,17.56
Fri  1 Jan 14:30:01 IST 2021,0.71,17.66
Fri  1 Jan 15:00:01 IST 2021,0.7,18.89
Fri  1 Jan 15:30:01 IST 2021,0.55,17.38
Fri  1 Jan 16:00:01 IST 2021,0.72,17.18
Fri  1 Jan 16:30:01 IST 2021,0.71,17.71
Fri  1 Jan 17:00:01 IST 2021,0.7,19.19
Fri  1 Jan 17:30:01 IST 2021,0.81,17.6
Fri  1 Jan 18:00:01 IST 2021,0.69,16.19
Fri  1 Jan 18:30:01 IST 2021,0.71,16.55
Fri  1 Jan 19:00:01 IST 2021,0.61,17.83
Fri  1 Jan 19:30:01 IST 2021,0.71,17.81
Fri  1 Jan 20:00:01 IST 2021,0.8,16.36
Fri  1 Jan 20:30:01 IST 2021,0.73,17.97
Fri  1 Jan 21:00:01 IST 2021,0.66,18.04
Fri  1 Jan 21:30:01 IST 2021,0.68,18.96
Fri  1 Jan 22:00:01 IST 2021,0.8,17.79
Fri  1 Jan 22:30:01 IST 2021,0.77,14.98
Fri  1 Jan 23:00:01 IST 2021,0.73,17.67
Fri  1 Jan 23:30:01 IST 2021,0.79,17.41
Sat  2 Jan 00:00:01 IST 2021,0.74,18.44
Sat  2 Jan 00:30:01 IST 2021,0.83,18.1
Sat  2 Jan 01:00:02 IST 2021,0.73,18.4
Sat  2 Jan 01:30:01 IST 2021,0.76,17.7
Sat  2 Jan 02:00:01 IST 2021,0.74,16.99
Sat  2 Jan 02:30:01 IST 2021,0.8,18.33
Sat  2 Jan 03:00:01 IST 2021,0.78,17.85
Sat  2 Jan 03:30:01 IST 2021,0.75,19.02
Sat  2 Jan 04:00:01 IST 2021,0.76,16.95
Sat  2 Jan 04:30:01 IST 2021,0.75,18.69
Sat  2 Jan 05:00:01 IST 2021,0.76,17.78
Sat  2 Jan 05:30:01 IST 2021,0.72,18.33
Sat  2 Jan 06:00:01 IST 2021,0.64,18.21
Sat  2 Jan 06:30:01 IST 2021,0.8,17.24
Sat  2 Jan 07:00:01 IST 2021,0.76,16.34
Sat  2 Jan 07:30:01 IST 2021,0.71,18.29
Sat  2 Jan 08:00:01 IST 2021,0.65,18.94
Sat  2 Jan 08:30:01 IST 2021,0.65,18.68
Sat  2 Jan 09:00:01 IST 2021,0.71,16.13
Sat  2 Jan 09:30:01 IST 2021,0.72,17.99
Sat  2 Jan 10:00:01 IST 2021,0.7,18.09
Sat  2 Jan 10:30:01 IST 2021,0.79,18.58
Sat  2 Jan 11:00:01 IST 2021,0.78,18.45
Sat  2 Jan 11:30:01 IST 2021,0.59,18.86
Sat  2 Jan 12:00:01 IST 2021,0.69,15.74
Sat  2 Jan 12:30:01 IST 2021,0.73,12.12
Sat  2 Jan 13:00:01 IST 2021,0.71,17.32
Sat  2 Jan 13:30:01 IST 2021,0.68,18.02
Sat  2 Jan 14:00:01 IST 2021,0.72,17.92
Sat  2 Jan 14:30:01 IST 2021,0.75,18.38
Sat  2 Jan 15:00:01 IST 2021,0.43,18.34
Sat  2 Jan 15:30:01 IST 2021,0.78,17.77
Sat  2 Jan 16:00:01 IST 2021,0.71,15.67
Sat  2 Jan 16:30:01 IST 2021,0.8,18.39
Sat  2 Jan 17:00:01 IST 2021,0.75,18.26
Sat  2 Jan 17:30:01 IST 2021,0.7,18.95
Sat  2 Jan 18:00:01 IST 2021,0.74,18.2
Sat  2 Jan 18:30:01 IST 2021,0.68,18.38
Sat  2 Jan 19:00:01 IST 2021,0.85,18.49
Sat  2 Jan 19:30:01 IST 2021,0.81,18.34
Sat  2 Jan 20:00:01 IST 2021,0.82,18.77
Sat  2 Jan 20:30:01 IST 2021,0.64,17.95
Sat  2 Jan 21:00:01 IST 2021,0.62,17.97
Sat  2 Jan 21:30:01 IST 2021,0.72,17.59
Sat  2 Jan 22:00:01 IST 2021,0.7,17.22
Sat  2 Jan 22:30:01 IST 2021,0.64,18.06
Sat  2 Jan 23:00:01 IST 2021,0.63,17.75
Sat  2 Jan 23:30:01 IST 2021,0.75,18.99
Sun  3 Jan 00:00:01 IST 2021,0.63,16.69
Sun  3 Jan 00:30:01 IST 2021,0.71,17.81
Sun  3 Jan 01:00:01 IST 2021,0.7,18.54
Sun  3 Jan 01:30:01 IST 2021,0.76,18.19
Sun  3 Jan 02:00:01 IST 2021,0.78,17.87
Sun  3 Jan 02:30:01 IST 2021,0.69,18.03
Sun  3 Jan 03:00:01 IST 2021,0.75,18.04
Sun  3 Jan 03:30:01 IST 2021,0.65,16.02
Sun  3 Jan 04:00:01 IST 2021,0.66,13.47
Sun  3 Jan 04:30:01 IST 2021,0.76,18.27
Sun  3 Jan 05:00:01 IST 2021,0.75,17.04
Sun  3 Jan 05:30:01 IST 2021,0.72,17.4
Sun  3 Jan 06:00:01 IST 2021,0.76,18.1
Sun  3 Jan 06:30:01 IST 2021,0.63,18.01
Sun  3 Jan 07:00:01 IST 2021,0.81,18.34
Sun  3 Jan 07:30:01 IST 2021,0.76,17.74
Sun  3 Jan 08:00:01 IST 2021,0.7,18.83
Sun  3 Jan 08:30:01 IST 2021,0.79,18.8
Sun  3 Jan 09:00:01 IST 2021,0.68,17.07
Sun  3 Jan 09:30:01 IST 2021,0.81,17.6
Sun  3 Jan 10:00:01 IST 2021,0.72,18.52
Sun  3 Jan 10:30:01 IST 2021,0.75,18.04
Sun  3 Jan 11:00:01 IST 2021,0.81,16.24
Sun  3 Jan 11:30:01 IST 2021,0.66,16.7
Sun  3 Jan 12:00:01 IST 2021,0.74,17.74
Sun  3 Jan 12:30:01 IST 2021,0.77,16.19
Sun  3 Jan 13:00:01 IST 2021,0.7,18.45
Sun  3 Jan 13:30:01 IST 2021,0.72,16.86
Sun  3 Jan 14:00:01 IST 2021,0.71,17.67
Sun  3 Jan 14:30:01 IST 2021,0.62,16.26
Sun  3 Jan 15:00:01 IST 2021,0.81,17.83
Sun  3 Jan 15:30:01 IST 2021,0.79,19.31
Sun  3 Jan 16:00:01 IST 2021,0.66,18.35
Sun  3 Jan 16:30:01 IST 2021,0.81,18.68
Sun  3 Jan 17:00:01 IST 2021,0.67,17.43
Sun  3 Jan 17:30:02 IST 2021,0.71,16.72
Sun  3 Jan 18:00:01 IST 2021,0.7,16.37
Sun  3 Jan 18:30:01 IST 2021,0.76,19.65
Sun  3 Jan 19:00:01 IST 2021,0.74,17.43
Sun  3 Jan 19:30:01 IST 2021,0.79,18.53
Sun  3 Jan 20:00:01 IST 2021,0.74,19.13
Sun  3 Jan 20:30:01 IST 2021,0.72,18.77
Sun  3 Jan 21:00:01 IST 2021,0.8,17.69
Sun  3 Jan 21:30:01 IST 2021,0.82,17.62
Sun  3 Jan 22:00:01 IST 2021,0.62,18.2
Sun  3 Jan 22:30:01 IST 2021,0.84,18.49
Sun  3 Jan 23:00:01 IST 2021,0.7,18.51
Sun  3 Jan 23:30:01 IST 2021,0.71,16.44
Mon  4 Jan 00:00:01 IST 2021,0.77,18.16
Mon  4 Jan 00:30:01 IST 2021,0.6,18.1
Mon  4 Jan 01:00:01 IST 2021,0.68,18.27
Mon  4 Jan 01:30:01 IST 2021,0.69,16.74
Mon  4 Jan 02:00:01 IST 2021,0.71,17.06
Mon  4 Jan 02:30:01 IST 2021,0.79,18.3
Mon  4 Jan 03:00:01 IST 2021,0.63,17.15
Mon  4 Jan 03:30:01 IST 2021,0.77,16.66
Mon  4 Jan 04:00:01 IST 2021,0.74,16.74
Mon  4 Jan 04:30:01 IST 2021,0.69,17.53
Mon  4 Jan 05:00:01 IST 2021,0.78,17.82
Mon  4 Jan 05:30:01 IST 2021,0.73,16.98
Mon  4 Jan 06:00:01 IST 2021,0.63,18.36
Mon  4 Jan 06:30:01 IST 2021,0.79,17.98
Mon  4 Jan 07:00:02 IST 2021,0.84,18.23
Mon  4 Jan 07:30:01 IST 2021,0.78,18.3
Mon  4 Jan 08:00:01 IST 2021,0.73,18.15
Mon  4 Jan 08:30:01 IST 2021,0.71,17.66
Mon  4 Jan 09:00:01 IST 2021,0.72,16.92
Mon  4 Jan 09:30:02 IST 2021,0.62,18.24
Mon  4 Jan 10:00:01 IST 2021,0.74,18.37
Mon  4 Jan 10:30:01 IST 2021,0.8,16.86
Mon  4 Jan 11:00:01 IST 2021,0.72,17.18
Mon  4 Jan 11:30:01 IST 2021,0.86,15.1
Mon  4 Jan 12:00:01 IST 2021,0.79,17.64
Mon  4 Jan 12:30:01 IST 2021,0.66,18.44
Mon  4 Jan 13:00:01 IST 2021,0.58,17.89
Mon  4 Jan 13:30:01 IST 2021,0.7,18.38
Mon  4 Jan 14:00:01 IST 2021,0.57,18.63
Mon  4 Jan 14:30:01 IST 2021,0.64,16.44
Mon  4 Jan 15:00:01 IST 2021,0.65,17.49
Mon  4 Jan 15:30:01 IST 2021,0.67,15.81
Mon  4 Jan 16:00:01 IST 2021,0.72,15.08
Mon  4 Jan 16:30:01 IST 2021,0.69,14.26
Mon  4 Jan 17:00:01 IST 2021,0.69,17.47
Mon  4 Jan 17:30:01 IST 2021,0.83,18.57
Mon  4 Jan 18:00:01 IST 2021,0.64,18.16
Mon  4 Jan 18:30:01 IST 2021,0.79,18.72
Mon  4 Jan 19:00:01 IST 2021,0.7,13.45
Mon  4 Jan 19:30:01 IST 2021,0.67,15.39
Mon  4 Jan 20:00:01 IST 2021,0.63,18.01
Mon  4 Jan 20:30:01 IST 2021,0.68,12.38
Mon  4 Jan 21:00:02 IST 2021,0.68,16.67
Mon  4 Jan 21:30:01 IST 2021,0.75,16.45
Mon  4 Jan 22:00:01 IST 2021,0.78,17.69
Mon  4 Jan 22:30:01 IST 2021,0.76,16.79
Mon  4 Jan 23:00:01 IST 2021,0.76,18.32
Mon  4 Jan 23:30:01 IST 2021,0.71,17.75
Tue  5 Jan 00:00:02 IST 2021,0.79,16.36
Tue  5 Jan 00:30:01 IST 2021,0.65,17.51
Tue  5 Jan 01:00:01 IST 2021,0.68,18.8
Tue  5 Jan 01:30:01 IST 2021,0.67,17.44
Tue  5 Jan 02:00:01 IST 2021,0.77,18.76
Tue  5 Jan 02:30:01 IST 2021,0.8,17.79
Tue  5 Jan 03:00:01 IST 2021,0.58,17
Tue  5 Jan 03:30:01 IST 2021,0.61,14.35
Tue  5 Jan 04:00:01 IST 2021,0.66,17.84
Tue  5 Jan 04:30:01 IST 2021,0.79,17.57
Tue  5 Jan 05:00:01 IST 2021,0.65,17.35
Tue  5 Jan 05:30:01 IST 2021,0.38,5.37
Tue  5 Jan 06:00:01 IST 2021,0.75,17.99
Tue  5 Jan 06:30:01 IST 2021,0.9,17.52
Tue  5 Jan 07:00:01 IST 2021,0.62,19.13
Tue  5 Jan 07:30:01 IST 2021,0.65,17.47
Tue  5 Jan 08:00:01 IST 2021,0.72,18.66
Tue  5 Jan 08:30:01 IST 2021,0.84,17.86
Tue  5 Jan 09:00:01 IST 2021,0.71,16.82
Tue  5 Jan 09:30:01 IST 2021,0.77,17.18
Tue  5 Jan 10:00:01 IST 2021,0.81,17.59
Tue  5 Jan 10:30:01 IST 2021,0.9,17.88
Tue  5 Jan 11:00:01 IST 2021,0.82,18.45
Tue  5 Jan 11:30:01 IST 2021,0.71,19
Tue  5 Jan 12:00:01 IST 2021,0.79,19.38
Tue  5 Jan 12:30:01 IST 2021,0.72,19.55
Tue  5 Jan 13:00:01 IST 2021,0.67,15.31
Tue  5 Jan 13:30:01 IST 2021,0.77,16.59
Tue  5 Jan 14:00:01 IST 2021,0.81,17.62
Tue  5 Jan 14:30:01 IST 2021,0.71,17.83
Tue  5 Jan 15:00:01 IST 2021,0.71,17.97
Tue  5 Jan 15:30:01 IST 2021,0.64,17.73
Tue  5 Jan 16:00:01 IST 2021,0.7,17.22
Tue  5 Jan 16:30:01 IST 2021,0.88,18.16
Tue  5 Jan 17:00:01 IST 2021,0.67,17.66
Tue  5 Jan 17:30:01 IST 2021,0.66,17.89
Tue  5 Jan 18:00:01 IST 2021,0.68,16.27
Tue  5 Jan 18:30:01 IST 2021,0.8,0.4
Tue  5 Jan 19:00:01 IST 2021,0.71,10.88
Tue  5 Jan 19:30:01 IST 2021,0.87,17.36
Tue  5 Jan 20:00:01 IST 2021,0.72,18.56
Tue  5 Jan 20:30:01 IST 2021,0.63,16.49
Tue  5 Jan 21:00:02 IST 2021,0.64,16.06
Tue  5 Jan 21:30:01 IST 2021,0.88,17.07
Tue  5 Jan 22:00:01 IST 2021,0.73,16.78
Tue  5 Jan 22:30:01 IST 2021,0.66,16.66
Tue  5 Jan 23:00:01 IST 2021,0.77,17.63
Tue  5 Jan 23:30:01 IST 2021,0.65,17.57
Wed  6 Jan 00:00:01 IST 2021,0.79,17.77
Wed  6 Jan 00:30:01 IST 2021,0.66,15.45
Wed  6 Jan 01:00:01 IST 2021,0.69,18.56
Wed  6 Jan 01:30:01 IST 2021,0.67,16.69
Wed  6 Jan 02:00:01 IST 2021,0.76,18.27
Wed  6 Jan 02:30:01 IST 2021,0.74,16.7
Wed  6 Jan 03:00:01 IST 2021,0.72,17.76
Wed  6 Jan 03:30:01 IST 2021,0.62,16.58
Wed  6 Jan 04:00:01 IST 2021,0.65,19.44
Wed  6 Jan 04:30:01 IST 2021,0.76,17.86
Wed  6 Jan 05:00:02 IST 2021,,
Wed  6 Jan 05:30:01 IST 2021,0.83,18.8
Wed  6 Jan 06:00:01 IST 2021,0.71,17.07
Wed  6 Jan 06:30:01 IST 2021,0.71,18.03
Wed  6 Jan 07:00:01 IST 2021,0.69,17.81
Wed  6 Jan 07:30:01 IST 2021,0.72,17.79
Wed  6 Jan 08:00:02 IST 2021,0.72,15.45
Wed  6 Jan 08:30:01 IST 2021,0.61,18.78
Wed  6 Jan 09:00:01 IST 2021,0.71,18.7
Wed  6 Jan 09:30:01 IST 2021,0.94,18.14
Wed  6 Jan 10:00:01 IST 2021,0.77,16.37
Wed  6 Jan 10:30:01 IST 2021,0.62,17.35
Wed  6 Jan 11:00:01 IST 2021,0.64,17.53
Wed  6 Jan 11:30:01 IST 2021,0.68,17.62
Wed  6 Jan 12:00:01 IST 2021,0.66,18.56
Wed  6 Jan 12:30:01 IST 2021,0.59,18.83
Wed  6 Jan 13:00:01 IST 2021,0.72,18.72
Wed  6 Jan 13:30:01 IST 2021,0.77,18.95
Wed  6 Jan 14:00:01 IST 2021,0.65,15.52
Wed  6 Jan 14:30:01 IST 2021,0.68,18.69
Wed  6 Jan 15:00:01 IST 2021,0.72,17.45
Wed  6 Jan 15:30:01 IST 2021,0.71,18.6
Wed  6 Jan 16:00:01 IST 2021,0.79,17.39
Wed  6 Jan 16:30:01 IST 2021,0.68,17.35
Wed  6 Jan 17:00:01 IST 2021,0.76,17.89
Wed  6 Jan 17:30:01 IST 2021,0.73,18.26
Wed  6 Jan 18:00:01 IST 2021,0.81,18.76
Wed  6 Jan 18:30:01 IST 2021,0.7,18.09
Wed  6 Jan 19:00:01 IST 2021,0.45,17.99
Wed  6 Jan 19:30:01 IST 2021,0.75,18.59
Wed  6 Jan 20:00:01 IST 2021,0.62,17.47
Wed  6 Jan 20:30:01 IST 2021,0.65,18.06
Wed  6 Jan 21:00:01 IST 2021,0.66,19.25
Wed  6 Jan 21:30:01 IST 2021,0.65,17.6
Wed  6 Jan 22:00:01 IST 2021,0.67,16.86
Wed  6 Jan 22:30:01 IST 2021,0.54,16.2
Wed  6 Jan 23:00:01 IST 2021,0.59,18.42
Wed  6 Jan 23:30:01 IST 2021,0.69,17.64
Thu  7 Jan 00:00:01 IST 2021,0.68,17.09
Thu  7 Jan 00:30:01 IST 2021,0.65,16.7
Thu  7 Jan 01:00:01 IST 2021,0.7,15.15
Thu  7 Jan 01:30:01 IST 2021,0.69,16.42
Thu  7 Jan 02:00:01 IST 2021,0.59,18.09
Thu  7 Jan 02:30:01 IST 2021,0.76,18.22
Thu  7 Jan 03:00:02 IST 2021,0.65,18.84
Thu  7 Jan 03:30:01 IST 2021,0.74,18.72
Thu  7 Jan 04:00:01 IST 2021,0.7,18.37
Thu  7 Jan 04:30:01 IST 2021,0.66,18.6
Thu  7 Jan 05:00:01 IST 2021,0.67,17.73
Thu  7 Jan 05:30:01 IST 2021,0.63,18.85
Thu  7 Jan 06:00:01 IST 2021,0.6,19.16
Thu  7 Jan 06:30:01 IST 2021,0.64,18.68
Thu  7 Jan 07:00:01 IST 2021,0.6,16.33
Thu  7 Jan 07:30:01 IST 2021,0.74,18.08
Thu  7 Jan 08:00:01 IST 2021,0.72,17.83
Thu  7 Jan 08:30:01 IST 2021,0.61,17.98
Thu  7 Jan 09:00:01 IST 2021,0.73,18.89
Thu  7 Jan 09:30:01 IST 2021,0.63,16.08
Thu  7 Jan 10:00:01 IST 2021,0.58,18.33
Thu  7 Jan 10:30:01 IST 2021,0.69,16.78
Thu  7 Jan 11:00:02 IST 2021,0.61,18.21
Thu  7 Jan 11:30:01 IST 2021,0.46,19.24
Thu  7 Jan 12:00:01 IST 2021,0.65,16.45
Thu  7 Jan 12:30:01 IST 2021,0.61,18.33
Thu  7 Jan 13:00:01 IST 2021,0.56,16.88
Thu  7 Jan 13:30:01 IST 2021,0.61,17.06
Thu  7 Jan 14:00:01 IST 2021,0.48,18.5
Thu  7 Jan 14:30:01 IST 2021,0.67,17.31
Thu  7 Jan 15:00:01 IST 2021,0.7,16.69
Thu  7 Jan 15:30:01 IST 2021,0.76,14.81
Thu  7 Jan 16:00:02 IST 2021,0.55,17.04
Thu  7 Jan 16:30:01 IST 2021,0.7,17.85
Thu  7 Jan 17:00:01 IST 2021,0.59,17.31
Thu  7 Jan 17:30:01 IST 2021,0.66,18.87
Thu  7 Jan 18:00:01 IST 2021,0.74,16.24
Thu  7 Jan 18:30:01 IST 2021,0.64,18.62
Thu  7 Jan 19:00:01 IST 2021,0.58,17.29
Thu  7 Jan 19:30:01 IST 2021,0.71,17.71
Thu  7 Jan 20:00:01 IST 2021,0.59,16.22
Thu  7 Jan 20:30:01 IST 2021,0.68,17.12
Thu  7 Jan 21:00:01 IST 2021,0.78,14.34
Thu  7 Jan 21:30:01 IST 2021,0.66,17.16
Thu  7 Jan 22:00:01 IST 2021,0.69,17.89
Thu  7 Jan 22:30:01 IST 2021,0.74,18.05
Thu  7 Jan 23:00:01 IST 2021,0.7,18.86
Thu  7 Jan 23:30:01 IST 2021,0.64,17.26
Fri  8 Jan 00:00:02 IST 2021,0.7,17.96
Fri  8 Jan 00:30:01 IST 2021,0.52,18.61
Fri  8 Jan 01:00:01 IST 2021,0.64,18.28
Fri  8 Jan 01:30:01 IST 2021,0.79,18.56
Fri  8 Jan 02:00:01 IST 2021,0.69,17.94
Fri  8 Jan 02:30:01 IST 2021,0.57,17.88
Fri  8 Jan 03:00:01 IST 2021,0.73,17.46
Fri  8 Jan 03:30:01 IST 2021,0.64,18.32
Fri  8 Jan 04:00:02 IST 2021,0.57,17.93
Fri  8 Jan 04:30:01 IST 2021,0.56,17.61
Fri  8 Jan 05:00:01 IST 2021,0.65,19.05
Fri  8 Jan 05:30:01 IST 2021,0.55,17.93
Fri  8 Jan 06:00:01 IST 2021,0.69,18.38
Fri  8 Jan 06:30:01 IST 2021,0.57,19.28
Fri  8 Jan 07:00:01 IST 2021,0.6,18.25
Fri  8 Jan 07:30:01 IST 2021,0.72,16.59
Fri  8 Jan 08:00:01 IST 2021,0.55,17.77
Fri  8 Jan 08:30:01 IST 2021,0.66,15.36
Fri  8 Jan 09:00:01 IST 2021,0.57,16.96
Fri  8 Jan 09:30:01 IST 2021,0.39,17
Fri  8 Jan 10:00:01 IST 2021,0.65,18.27
Fri  8 Jan 10:30:01 IST 2021,0.69,19.5
Fri  8 Jan 11:00:01 IST 2021,0.65,17.41
Fri  8 Jan 11:30:01 IST 2021,0.61,18.76
Fri  8 Jan 12:00:01 IST 2021,0.53,17.5
Fri  8 Jan 12:30:01 IST 2021,0.72,18.18
Fri  8 Jan 13:00:01 IST 2021,0.69,18.87
Fri  8 Jan 13:30:01 IST 2021,0.63,16.96
Fri  8 Jan 14:00:01 IST 2021,0.67,17.25
Fri  8 Jan 14:30:01 IST 2021,0.78,14.19
Fri  8 Jan 15:00:01 IST 2021,0.58,13.37
Fri  8 Jan 15:30:01 IST 2021,0.68,16.89
Fri  8 Jan 16:00:02 IST 2021,0.39,15.51
Fri  8 Jan 16:30:01 IST 2021,0.76,14.56
Fri  8 Jan 17:00:01 IST 2021,0.63,14.86
Fri  8 Jan 17:30:01 IST 2021,0.58,15.45
Fri  8 Jan 18:00:02 IST 2021,0.7,15.29
Fri  8 Jan 18:30:01 IST 2021,0.63,17.05
Fri  8 Jan 19:00:01 IST 2021,0.52,14.68
Fri  8 Jan 19:30:01 IST 2021,0.56,16.73
Fri  8 Jan 20:00:01 IST 2021,0.55,18.7
Fri  8 Jan 20:30:01 IST 2021,0.66,18.26
Fri  8 Jan 21:00:01 IST 2021,0.62,16.7
Fri  8 Jan 21:30:01 IST 2021,0.69,14.37
Fri  8 Jan 22:00:01 IST 2021,0.63,15.9
Fri  8 Jan 22:30:01 IST 2021,0.66,15.27
Fri  8 Jan 23:00:01 IST 2021,0.66,16.75
Fri  8 Jan 23:30:01 IST 2021,0.68,14.86
Sat  9 Jan 00:00:01 IST 2021,0.63,18.19
Sat  9 Jan 00:30:01 IST 2021,0.59,18.31
Sat  9 Jan 01:00:01 IST 2021,0.58,16.7
Sat  9 Jan 01:30:01 IST 2021,0.64,15.95
Sat  9 Jan 02:00:01 IST 2021,0.57,17.19
Sat  9 Jan 02:30:01 IST 2021,0.7,14.27
Sat  9 Jan 03:00:01 IST 2021,0.64,13.6
Sat  9 Jan 03:30:01 IST 2021,0.66,12.86
Sat  9 Jan 04:00:01 IST 2021,0.66,19.68
Sat  9 Jan 04:30:01 IST 2021,0.73,17.97
Sat  9 Jan 05:00:01 IST 2021,0.57,17.08
Sat  9 Jan 05:30:01 IST 2021,0.66,17.4
Sat  9 Jan 06:00:01 IST 2021,0.7,18.63
Sat  9 Jan 06:30:01 IST 2021,0.55,17.7
Sat  9 Jan 07:00:01 IST 2021,0.6,17.55
Sat  9 Jan 07:30:01 IST 2021,0.58,18.75
Sat  9 Jan 08:00:01 IST 2021,0.51,6.75
Sat  9 Jan 08:30:01 IST 2021,0.46,16.65
Sat  9 Jan 09:00:01 IST 2021,0.59,17.53
Sat  9 Jan 09:30:01 IST 2021,0.7,15.83
Sat  9 Jan 10:00:01 IST 2021,0.64,14.52
Sat  9 Jan 10:30:01 IST 2021,0.63,15.97
Sat  9 Jan 11:00:01 IST 2021,0.64,18.5
Sat  9 Jan 11:30:01 IST 2021,0.45,17.62
Sat  9 Jan 12:00:01 IST 2021,0.4,16.56
Sat  9 Jan 12:30:01 IST 2021,0.63,13.53
Sat  9 Jan 13:00:01 IST 2021,0.57,14.9
Sat  9 Jan 13:30:01 IST 2021,0.4,16.08
Sat  9 Jan 14:00:01 IST 2021,0.71,15.49
Sat  9 Jan 14:30:01 IST 2021,0.56,16.05
Sat  9 Jan 15:00:01 IST 2021,0.34,16.67
