Date,Download,Upload
Sun 20 Dec 20:00:01 IST 2020,43.47,21.32
Sun 20 Dec 20:30:01 IST 2020,31.04,25.51
Sun 20 Dec 21:00:01 IST 2020,43.51,25.04
Sun 20 Dec 21:30:01 IST 2020,32.09,21.25
Sun 20 Dec 22:00:01 IST 2020,31.14,20.12
Sun 20 Dec 22:30:01 IST 2020,31.61,21.07
Sun 20 Dec 23:00:01 IST 2020,40.32,20.08
Sun 20 Dec 23:30:01 IST 2020,17.07,20.53
Mon 21 Dec 00:00:01 IST 2020,31.72,17.71
Mon 21 Dec 00:30:02 IST 2020,47.57,31.15
Mon 21 Dec 01:00:01 IST 2020,30.67,21.53
Mon 21 Dec 01:30:01 IST 2020,44.01,24.79
Mon 21 Dec 02:00:01 IST 2020,18.91,36.06
Mon 21 Dec 02:30:01 IST 2020,23.6,36.4
Mon 21 Dec 03:00:01 IST 2020,19.61,35.79
Mon 21 Dec 03:30:01 IST 2020,15.23,25.66
Mon 21 Dec 04:00:01 IST 2020,21.35,43.34
Mon 21 Dec 04:30:01 IST 2020,18.2,33.56
Mon 21 Dec 05:00:02 IST 2020,13.51,23.14
Mon 21 Dec 05:30:01 IST 2020,15.02,31.67
Mon 21 Dec 06:00:01 IST 2020,29.1,36.17
Mon 21 Dec 06:30:01 IST 2020,24.54,33.42
Mon 21 Dec 07:00:02 IST 2020,33.91,41.08
Mon 21 Dec 07:30:01 IST 2020,17.77,28.57
Mon 21 Dec 08:00:01 IST 2020,3.09,4.85
Mon 21 Dec 08:30:01 IST 2020,24.83,48.18
Mon 21 Dec 09:00:01 IST 2020,21,27.87
Mon 21 Dec 09:30:01 IST 2020,15.7,29.57
Mon 21 Dec 10:00:01 IST 2020,10.81,27.51
Mon 21 Dec 10:30:01 IST 2020,25.82,14.87
Mon 21 Dec 11:00:01 IST 2020,26.98,24.99
Mon 21 Dec 11:30:01 IST 2020,17.45,18.79
Mon 21 Dec 12:00:01 IST 2020,23.38,27.63
Mon 21 Dec 12:30:01 IST 2020,23.63,3.55
Mon 21 Dec 13:00:01 IST 2020,19.74,15.72
Mon 21 Dec 13:30:01 IST 2020,24.65,13.05
Mon 21 Dec 14:00:01 IST 2020,31.2,31.76
Mon 21 Dec 14:30:01 IST 2020,15.94,24.99
Mon 21 Dec 15:00:01 IST 2020,25.27,23.17
Mon 21 Dec 15:30:01 IST 2020,18.84,16.49
Mon 21 Dec 16:00:01 IST 2020,22.05,23.14
Mon 21 Dec 16:30:01 IST 2020,23.29,15.96
Mon 21 Dec 17:00:01 IST 2020,19.64,1.86
Mon 21 Dec 17:30:01 IST 2020,24.83,2.18
Mon 21 Dec 18:00:01 IST 2020,19.93,15.99
Mon 21 Dec 18:30:02 IST 2020,,
Mon 21 Dec 19:00:01 IST 2020,34.49,29.83
Mon 21 Dec 19:30:01 IST 2020,20.81,31.67
Mon 21 Dec 20:00:01 IST 2020,14.55,24.55
Mon 21 Dec 20:30:01 IST 2020,27.76,25.44
Tue 22 Dec 11:30:01 IST 2020,,
Tue 22 Dec 12:00:01 IST 2020,10.07,14.91
Tue 22 Dec 12:30:01 IST 2020,5.34,8.63
Tue 22 Dec 13:00:01 IST 2020,9.88,13.43
Tue 22 Dec 13:30:01 IST 2020,13.84,16.03
Tue 22 Dec 14:00:01 IST 2020,26.14,8.89
Tue 22 Dec 14:30:01 IST 2020,5.55,4.17
Tue 22 Dec 15:00:01 IST 2020,6.45,3.46
Tue 22 Dec 15:30:01 IST 2020,5.73,2.61
Tue 22 Dec 16:00:01 IST 2020,4.87,7.01
Tue 22 Dec 16:30:01 IST 2020,13.14,16.79
Tue 22 Dec 17:00:01 IST 2020,11.71,12.76
Tue 22 Dec 17:30:01 IST 2020,9.62,9.58
Tue 22 Dec 18:00:01 IST 2020,16.63,7.46
Tue 22 Dec 18:30:01 IST 2020,18.51,16.57
Tue 22 Dec 19:00:01 IST 2020,14.98,13.65
Tue 22 Dec 19:30:01 IST 2020,13.13,10.8
Tue 22 Dec 20:00:01 IST 2020,17.78,14.55
Tue 22 Dec 20:30:01 IST 2020,7.96,15.51
Tue 22 Dec 21:00:01 IST 2020,6.25,8.1
Tue 22 Dec 21:30:01 IST 2020,10.42,16.66
Tue 22 Dec 22:00:01 IST 2020,10.38,7.01
Tue 22 Dec 22:30:01 IST 2020,8.4,10.43
Tue 22 Dec 23:00:01 IST 2020,7.19,6.6
Tue 22 Dec 23:30:01 IST 2020,8.32,10.06
Wed 23 Dec 00:00:01 IST 2020,16.77,15.16
Wed 23 Dec 00:30:01 IST 2020,,
Wed 23 Dec 01:00:01 IST 2020,,
Wed 23 Dec 01:30:01 IST 2020,,
Wed 23 Dec 02:00:02 IST 2020,,
Wed 23 Dec 02:30:01 IST 2020,,
Wed 23 Dec 03:00:01 IST 2020,,
Wed 23 Dec 03:30:01 IST 2020,,
Wed 23 Dec 04:00:01 IST 2020,,
Wed 23 Dec 04:30:01 IST 2020,,
Wed 23 Dec 05:00:01 IST 2020,,
Wed 23 Dec 05:30:02 IST 2020,,
Wed 23 Dec 06:00:01 IST 2020,,
Wed 23 Dec 06:30:01 IST 2020,,
Wed 23 Dec 07:00:01 IST 2020,,
Wed 23 Dec 07:30:01 IST 2020,,
Wed 23 Dec 08:00:01 IST 2020,,
Wed 23 Dec 08:30:01 IST 2020,,
Wed 23 Dec 11:30:01 IST 2020,28.29,24.79
Wed 23 Dec 12:00:01 IST 2020,21.75,20.7
Wed 23 Dec 12:30:01 IST 2020,24.64,16.52
Wed 23 Dec 13:00:01 IST 2020,7.26,17.36
Wed 23 Dec 13:30:01 IST 2020,15.13,16.68
Wed 23 Dec 14:00:02 IST 2020,15.77,13.7
Wed 23 Dec 14:30:01 IST 2020,23.98,14.72
Wed 23 Dec 15:00:01 IST 2020,17.97,15.24
Wed 23 Dec 15:30:01 IST 2020,15.6,13.75
Wed 23 Dec 16:00:02 IST 2020,14.61,14.7
Wed 23 Dec 16:30:02 IST 2020,2.86,5.67
Wed 23 Dec 17:00:01 IST 2020,1.54,5.59
Wed 23 Dec 17:30:01 IST 2020,8.5,4.05
Wed 23 Dec 18:00:01 IST 2020,3.93,6.54
Wed 23 Dec 18:30:01 IST 2020,3.13,3.5
Wed 23 Dec 19:00:01 IST 2020,9.08,12.1
Wed 23 Dec 19:30:01 IST 2020,19.72,16.23
Wed 23 Dec 20:00:01 IST 2020,14.58,14.5
Wed 23 Dec 20:30:01 IST 2020,18.83,14.21
Wed 23 Dec 21:00:01 IST 2020,16.91,13.29
Wed 23 Dec 21:30:01 IST 2020,15.5,16.06
Wed 23 Dec 22:00:01 IST 2020,15.18,18.63
Wed 23 Dec 22:30:01 IST 2020,7.71,11.38
Wed 23 Dec 23:00:01 IST 2020,15.9,20.08
Wed 23 Dec 23:30:01 IST 2020,8.13,12.58
Thu 24 Dec 00:00:01 IST 2020,15.92,14.6
Thu 24 Dec 00:30:01 IST 2020,22.46,15.39
Thu 24 Dec 01:00:01 IST 2020,21.1,17.58
Thu 24 Dec 01:30:01 IST 2020,13.81,16.92
Thu 24 Dec 02:00:01 IST 2020,15.25,16.97
Thu 24 Dec 02:30:01 IST 2020,22.66,22.5
Thu 24 Dec 03:00:01 IST 2020,18.65,16.33
Thu 24 Dec 03:30:01 IST 2020,13.91,15.41
Thu 24 Dec 04:00:01 IST 2020,16.93,20.26
Thu 24 Dec 04:30:01 IST 2020,11.89,15.05
Thu 24 Dec 05:00:01 IST 2020,13.28,14.77
Thu 24 Dec 05:30:01 IST 2020,12.63,12.31
Thu 24 Dec 06:00:01 IST 2020,10.39,14.39
Thu 24 Dec 06:30:01 IST 2020,16.7,19.83
Thu 24 Dec 07:00:01 IST 2020,12.27,17.11
Thu 24 Dec 07:30:02 IST 2020,15.15,11.79
Thu 24 Dec 08:00:01 IST 2020,16.15,16.73
Thu 24 Dec 08:30:01 IST 2020,11.98,16.15
Thu 24 Dec 09:00:01 IST 2020,5.82,5.04
Thu 24 Dec 09:30:01 IST 2020,,
Thu 24 Dec 10:00:02 IST 2020,15.97,19.33
Thu 24 Dec 10:30:01 IST 2020,16.65,22.17
Thu 24 Dec 11:00:01 IST 2020,13.23,19.44
Thu 24 Dec 11:30:01 IST 2020,24.24,19.25
Thu 24 Dec 12:00:01 IST 2020,20.52,18
Thu 24 Dec 12:30:01 IST 2020,28.52,13.94
Thu 24 Dec 13:00:01 IST 2020,11.69,16.9
Thu 24 Dec 13:30:01 IST 2020,18.03,17.19
Thu 24 Dec 14:00:01 IST 2020,13.63,17.05
Thu 24 Dec 14:30:01 IST 2020,19.1,17.74
Thu 24 Dec 15:00:01 IST 2020,19.15,9.85
Thu 24 Dec 15:30:01 IST 2020,9.05,13.46
Thu 24 Dec 16:00:01 IST 2020,6.04,8.12
Thu 24 Dec 16:30:02 IST 2020,12.28,13.55
Thu 24 Dec 17:00:01 IST 2020,7.21,10.51
Thu 24 Dec 17:30:01 IST 2020,19.9,18.21
Thu 24 Dec 18:00:01 IST 2020,13.45,15.69
Thu 24 Dec 18:30:01 IST 2020,0.17,0.32
Thu 24 Dec 19:00:02 IST 2020,12.46,11.89
Thu 24 Dec 19:30:01 IST 2020,9.02,11.04
Thu 24 Dec 20:00:01 IST 2020,12.59,10.57
Thu 24 Dec 20:30:01 IST 2020,13.21,7.41
Thu 24 Dec 21:00:01 IST 2020,15.42,14.29
Thu 24 Dec 21:30:01 IST 2020,10.82,16.89
Thu 24 Dec 22:00:01 IST 2020,20.46,13.17
Thu 24 Dec 22:30:01 IST 2020,9.87,9.49
Thu 24 Dec 23:00:01 IST 2020,15.94,14.22
Thu 24 Dec 23:30:01 IST 2020,12.25,13.43
Fri 25 Dec 00:00:01 IST 2020,8.18,8.92
Fri 25 Dec 00:30:01 IST 2020,10.38,14.82
Fri 25 Dec 01:00:01 IST 2020,18.24,17.08
Fri 25 Dec 01:30:01 IST 2020,23.69,18.17
Fri 25 Dec 02:00:01 IST 2020,16.87,15.99
Fri 25 Dec 02:30:01 IST 2020,22.83,20.36
Fri 25 Dec 03:00:01 IST 2020,17.39,14.15
Fri 25 Dec 03:30:02 IST 2020,23.87,23.45
Fri 25 Dec 04:00:01 IST 2020,17.22,18.17
Fri 25 Dec 04:30:01 IST 2020,20.5,14.69
Fri 25 Dec 05:00:01 IST 2020,21.13,16.46
Fri 25 Dec 05:30:01 IST 2020,15.2,18.57
Fri 25 Dec 06:00:01 IST 2020,18.73,21.08
Fri 25 Dec 06:30:01 IST 2020,21.93,12.71
Fri 25 Dec 07:00:01 IST 2020,14.14,16.3
Fri 25 Dec 07:30:01 IST 2020,14.9,17.4
Fri 25 Dec 08:00:01 IST 2020,4.16,4.15
Fri 25 Dec 08:30:01 IST 2020,16.19,18.08
Fri 25 Dec 09:00:01 IST 2020,12.8,15.45
Fri 25 Dec 09:30:01 IST 2020,9.33,14.94
Fri 25 Dec 10:00:01 IST 2020,13.32,22.18
Fri 25 Dec 10:30:01 IST 2020,7.07,11.45
Fri 25 Dec 11:00:01 IST 2020,18.66,19.33
Fri 25 Dec 11:30:01 IST 2020,15.15,12.75
Fri 25 Dec 12:00:01 IST 2020,17.62,21.39
Fri 25 Dec 12:30:02 IST 2020,15.44,14.57
Fri 25 Dec 13:00:01 IST 2020,12.44,12.29
Fri 25 Dec 13:30:01 IST 2020,9.25,11.58
Fri 25 Dec 14:00:01 IST 2020,7.8,7.9
Fri 25 Dec 14:30:01 IST 2020,11.26,10.77
Fri 25 Dec 15:00:01 IST 2020,0,0
Fri 25 Dec 15:30:01 IST 2020,16.93,4.81
Fri 25 Dec 16:00:01 IST 2020,6.92,7.72
Fri 25 Dec 16:30:01 IST 2020,1.35,11.9
Fri 25 Dec 17:00:01 IST 2020,14.84,11.37
Fri 25 Dec 17:30:01 IST 2020,4.89,12.67
Fri 25 Dec 18:00:01 IST 2020,10.35,10.96
Fri 25 Dec 18:30:01 IST 2020,10.89,11.63
Fri 25 Dec 19:00:01 IST 2020,3.92,4
Fri 25 Dec 19:30:01 IST 2020,8.04,2.23
Fri 25 Dec 20:00:01 IST 2020,7.51,6.52
Fri 25 Dec 20:30:01 IST 2020,11.66,15.63
Fri 25 Dec 21:00:01 IST 2020,7.6,3.74
Fri 25 Dec 21:30:02 IST 2020,14.46,15.91
Fri 25 Dec 22:00:01 IST 2020,14.67,9.26
Fri 25 Dec 22:30:01 IST 2020,7.79,5.72
Fri 25 Dec 23:00:01 IST 2020,6.06,6.36
Fri 25 Dec 23:30:01 IST 2020,24.11,18.54
Sat 26 Dec 00:00:01 IST 2020,13.04,13.65
Sat 26 Dec 00:30:01 IST 2020,17.72,14.34
Sat 26 Dec 01:00:01 IST 2020,13.18,13.82
Sat 26 Dec 01:30:01 IST 2020,16.71,12.97
Sat 26 Dec 02:00:01 IST 2020,19.78,17.89
Sat 26 Dec 02:30:01 IST 2020,16.55,17.07
Sat 26 Dec 03:00:01 IST 2020,15.5,15.39
Sat 26 Dec 03:30:01 IST 2020,16.51,15.25
Sat 26 Dec 04:00:01 IST 2020,12.44,15
Sat 26 Dec 04:30:01 IST 2020,16.67,17.43
Sat 26 Dec 05:00:01 IST 2020,16.61,16.37
Sat 26 Dec 05:30:01 IST 2020,17.5,18.98
Sat 26 Dec 06:00:01 IST 2020,12.55,13.28
Sat 26 Dec 06:30:01 IST 2020,10.6,11.28
Sat 26 Dec 07:00:02 IST 2020,14.58,16.52
Sat 26 Dec 07:30:01 IST 2020,4.41,0.75
Sat 26 Dec 08:00:01 IST 2020,2.83,3.23
Sat 26 Dec 08:30:01 IST 2020,17.75,16.45
Sat 26 Dec 09:00:01 IST 2020,9.49,14.37
Sat 26 Dec 09:30:01 IST 2020,14.68,21.51
Sat 26 Dec 10:00:01 IST 2020,5.43,2.34
Sat 26 Dec 10:30:01 IST 2020,1.13,2.2
Sat 26 Dec 11:00:01 IST 2020,20.53,19.92
Sat 26 Dec 11:30:01 IST 2020,3.58,6.08
Sat 26 Dec 12:00:01 IST 2020,27.03,21.98
Sat 26 Dec 12:30:01 IST 2020,9.06,7.58
Sat 26 Dec 13:00:01 IST 2020,0.65,4.82
Sat 26 Dec 13:30:01 IST 2020,15.69,18.69
Sat 26 Dec 14:00:01 IST 2020,13.67,15.1
Sat 26 Dec 14:30:01 IST 2020,10.43,14.03
Sat 26 Dec 15:00:01 IST 2020,6.98,3.24
Sat 26 Dec 15:30:01 IST 2020,10.71,15.73
Sat 26 Dec 16:00:01 IST 2020,5.11,5.37
Sat 26 Dec 16:30:02 IST 2020,19.63,13.44
Sat 26 Dec 17:00:01 IST 2020,15.45,17.75
Sat 26 Dec 17:30:01 IST 2020,1.78,4.31
Sat 26 Dec 18:00:01 IST 2020,0.84,1.51
Sat 26 Dec 18:30:01 IST 2020,5.39,4.22
Sat 26 Dec 19:00:01 IST 2020,4.85,2.4
Sat 26 Dec 19:30:01 IST 2020,0.37,2.01
Sat 26 Dec 20:00:01 IST 2020,17.43,15.66
Sat 26 Dec 20:30:01 IST 2020,15.32,22.58
Sat 26 Dec 21:00:01 IST 2020,14.54,11.67
Sat 26 Dec 21:30:01 IST 2020,0.63,15.13
Mon 28 Dec 21:00:01 IST 2020,6.44,7.92
Mon 28 Dec 21:30:01 IST 2020,10.9,16.08
Mon 28 Dec 22:00:01 IST 2020,4.86,15.7
Mon 28 Dec 22:30:01 IST 2020,17.34,20.05
Mon 28 Dec 23:00:01 IST 2020,9.71,14.69
Mon 28 Dec 23:30:01 IST 2020,4.22,14.86
Tue 29 Dec 00:00:01 IST 2020,10.23,15.41
Tue 29 Dec 00:30:01 IST 2020,3.57,14.53
Tue 29 Dec 01:00:01 IST 2020,16.48,27.25
Tue 29 Dec 01:30:02 IST 2020,3.2,16.52
Tue 29 Dec 02:00:01 IST 2020,17.37,16.73
Tue 29 Dec 02:30:01 IST 2020,13.65,16.49
Tue 29 Dec 03:00:01 IST 2020,9.2,15.05
Tue 29 Dec 03:30:01 IST 2020,4.06,16.28
Tue 29 Dec 04:00:01 IST 2020,13.04,17.96
Tue 29 Dec 04:30:01 IST 2020,12.12,20.86
Tue 29 Dec 05:00:01 IST 2020,14.43,17.65
Tue 29 Dec 05:30:01 IST 2020,11.37,23.67
Tue 29 Dec 06:00:01 IST 2020,7.65,16.27
Tue 29 Dec 06:30:01 IST 2020,5.25,15.8
Tue 29 Dec 07:00:01 IST 2020,14.61,32.03
Tue 29 Dec 07:30:01 IST 2020,18.04,23.87
Tue 29 Dec 08:00:01 IST 2020,1.51,5.69
Tue 29 Dec 08:30:02 IST 2020,14.88,21.21
Tue 29 Dec 09:00:01 IST 2020,8.6,20.39
Tue 29 Dec 09:30:01 IST 2020,1.04,3.44
Tue 29 Dec 10:00:01 IST 2020,9.35,14.55
Tue 29 Dec 10:30:01 IST 2020,5.95,9.3
Tue 29 Dec 11:00:01 IST 2020,12.25,22.72
Tue 29 Dec 11:30:01 IST 2020,9.66,10.64
Tue 29 Dec 12:00:01 IST 2020,9.58,15.59
Tue 29 Dec 12:30:01 IST 2020,9.62,15.64
Tue 29 Dec 13:00:01 IST 2020,4.88,13.68
Tue 29 Dec 13:30:01 IST 2020,4.26,8.97
Tue 29 Dec 14:00:01 IST 2020,3.86,6.31
Tue 29 Dec 14:30:01 IST 2020,11.09,9.57
Tue 29 Dec 15:00:02 IST 2020,17.2,14.86
Tue 29 Dec 15:30:01 IST 2020,4.49,8.16
Tue 29 Dec 16:00:01 IST 2020,9.67,13.96
Tue 29 Dec 16:30:01 IST 2020,9.41,11.98
Tue 29 Dec 17:00:01 IST 2020,4.26,4.18
Tue 29 Dec 17:30:01 IST 2020,8.76,7.87
Tue 29 Dec 18:00:01 IST 2020,14.66,18.7
Tue 29 Dec 18:30:01 IST 2020,5.37,10.11
Tue 29 Dec 19:00:01 IST 2020,0,0
Tue 29 Dec 19:30:01 IST 2020,9.19,10.46
Tue 29 Dec 20:00:01 IST 2020,7.91,11.36
Tue 29 Dec 20:30:01 IST 2020,11.9,12.81
Tue 29 Dec 21:00:01 IST 2020,5.5,13.2
Tue 29 Dec 21:30:01 IST 2020,8.44,12.81
Tue 29 Dec 22:00:01 IST 2020,8.82,14.86
Tue 29 Dec 22:30:01 IST 2020,11.69,16.51
Tue 29 Dec 23:00:01 IST 2020,6.78,13.31
Tue 29 Dec 23:30:01 IST 2020,8.1,14.44
Wed 30 Dec 00:00:01 IST 2020,8.32,14.27
Wed 30 Dec 00:30:01 IST 2020,9.23,15.28
Wed 30 Dec 01:00:01 IST 2020,12.58,21.11
Wed 30 Dec 01:30:01 IST 2020,10.37,15.67
Wed 30 Dec 02:00:01 IST 2020,8.71,12.87
Wed 30 Dec 02:30:01 IST 2020,9.51,21.78
Wed 30 Dec 03:00:01 IST 2020,12.42,15.81
Wed 30 Dec 03:30:01 IST 2020,12.64,23.12
Wed 30 Dec 04:00:01 IST 2020,14.11,15.75
Wed 30 Dec 04:30:01 IST 2020,11.82,12.65
Wed 30 Dec 05:00:01 IST 2020,12.3,25.4
Wed 30 Dec 05:30:01 IST 2020,9.11,13.99
Wed 30 Dec 06:00:01 IST 2020,9.81,16.12
Wed 30 Dec 06:30:01 IST 2020,14.54,15.81
Wed 30 Dec 07:00:01 IST 2020,9.91,16.26
Wed 30 Dec 07:30:01 IST 2020,8.03,14.11
Wed 30 Dec 08:00:01 IST 2020,2.95,5.48
Wed 30 Dec 08:30:01 IST 2020,7.35,19.33
Wed 30 Dec 09:00:01 IST 2020,7.07,13.56
Wed 30 Dec 09:30:01 IST 2020,5.04,10.71
Wed 30 Dec 10:00:01 IST 2020,11.85,21.89
Wed 30 Dec 10:30:01 IST 2020,12.14,20.76
Wed 30 Dec 11:00:01 IST 2020,9.87,14.42
Wed 30 Dec 11:30:01 IST 2020,5.08,6.46
Wed 30 Dec 12:00:01 IST 2020,5.53,12.93
Wed 30 Dec 12:30:01 IST 2020,2.56,13.06
Wed 30 Dec 13:00:01 IST 2020,2.66,8.91
Wed 30 Dec 13:30:01 IST 2020,8.58,11.83
Wed 30 Dec 14:00:02 IST 2020,26.12,20.7
Wed 30 Dec 14:30:01 IST 2020,12.87,15.44
Wed 30 Dec 15:00:01 IST 2020,3.62,14.57
Wed 30 Dec 15:30:02 IST 2020,8.93,11.55
Wed 30 Dec 16:00:01 IST 2020,8.73,16.89
Wed 30 Dec 16:30:02 IST 2020,0.78,13.46
Wed 30 Dec 17:00:01 IST 2020,0.43,2.38
Wed 30 Dec 17:30:02 IST 2020,0.83,11.88
Wed 30 Dec 18:00:01 IST 2020,1.15,3.01
Wed 30 Dec 18:30:01 IST 2020,8.31,16.3
Wed 30 Dec 19:00:01 IST 2020,10.68,6.47
Wed 30 Dec 19:30:01 IST 2020,8.35,16.74
Wed 30 Dec 20:00:01 IST 2020,23.79,19.06
Wed 30 Dec 20:30:01 IST 2020,15.95,21.05
Wed 30 Dec 21:00:01 IST 2020,12.66,14.15
Wed 30 Dec 21:30:01 IST 2020,16.34,14.13
Wed 30 Dec 22:00:01 IST 2020,18.62,14.96
Wed 30 Dec 22:30:01 IST 2020,16.76,16.52
Wed 30 Dec 23:00:02 IST 2020,16.85,23.51
Wed 30 Dec 23:30:01 IST 2020,24.32,16.34
Thu 31 Dec 00:00:01 IST 2020,27.23,13.2
Thu 31 Dec 00:30:01 IST 2020,17.81,18.66
Thu 31 Dec 01:00:01 IST 2020,21.11,17.58
Thu 31 Dec 01:30:01 IST 2020,19.29,17.02
Thu 31 Dec 02:00:01 IST 2020,18.06,21.36
Thu 31 Dec 02:30:01 IST 2020,19.32,23.07
Thu 31 Dec 03:00:01 IST 2020,18.77,26.02
Thu 31 Dec 03:30:01 IST 2020,3,19.38
Thu 31 Dec 04:00:01 IST 2020,14.46,14.72
Thu 31 Dec 04:30:01 IST 2020,18.13,23.89
Thu 31 Dec 05:00:01 IST 2020,11.76,15.29
Thu 31 Dec 05:30:01 IST 2020,29.96,19.05
Thu 31 Dec 06:00:01 IST 2020,16.33,26.88
Thu 31 Dec 06:30:01 IST 2020,31.37,19.38
Thu 31 Dec 07:00:01 IST 2020,20.78,21.4
Thu 31 Dec 07:30:01 IST 2020,17.07,16.55
Thu 31 Dec 08:00:01 IST 2020,20.44,15
Thu 31 Dec 08:30:01 IST 2020,0.92,0
Thu 31 Dec 09:00:01 IST 2020,27.09,16.91
Thu 31 Dec 09:30:02 IST 2020,30.7,25.97
Thu 31 Dec 10:00:01 IST 2020,24.52,26.11
Thu 31 Dec 10:30:01 IST 2020,13.92,23.35
Thu 31 Dec 11:00:01 IST 2020,22.27,17.93
Thu 31 Dec 11:30:01 IST 2020,4.37,15.08
Thu 31 Dec 12:00:01 IST 2020,9.49,10.19
Thu 31 Dec 12:30:02 IST 2020,10.27,11.8
Thu 31 Dec 13:00:01 IST 2020,15.67,12.03
Thu 31 Dec 13:30:01 IST 2020,8.1,12.83
Thu 31 Dec 14:00:01 IST 2020,2.42,5.93
Thu 31 Dec 14:30:01 IST 2020,0.55,3.65
Thu 31 Dec 15:00:01 IST 2020,0.94,2.47
Thu 31 Dec 15:30:01 IST 2020,5.97,3.14
Thu 31 Dec 16:00:01 IST 2020,11.52,5.4
Thu 31 Dec 16:30:01 IST 2020,4.9,2.2
Thu 31 Dec 17:00:01 IST 2020,5.73,14.84
Thu 31 Dec 17:30:01 IST 2020,4.25,4.78
Thu 31 Dec 18:00:02 IST 2020,14.32,12.44
Thu 31 Dec 18:30:02 IST 2020,2.02,1.67
Thu 31 Dec 19:00:01 IST 2020,15.26,14.31
Thu 31 Dec 19:30:01 IST 2020,0.48,8.97
Thu 31 Dec 20:00:01 IST 2020,10.99,9.21
Thu 31 Dec 20:30:01 IST 2020,10.9,8.27
Thu 31 Dec 21:00:01 IST 2020,11.25,13.29
Thu 31 Dec 21:30:02 IST 2020,8.32,8.97
Thu 31 Dec 22:00:02 IST 2020,12.83,9.49
Thu 31 Dec 22:30:01 IST 2020,13.9,11.77
Thu 31 Dec 23:00:01 IST 2020,5.11,5.22
Thu 31 Dec 23:30:01 IST 2020,18.93,15.51
Fri  1 Jan 00:00:02 IST 2021,20.13,17.37
Fri  1 Jan 00:30:01 IST 2021,5.01,5.16
Fri  1 Jan 01:00:01 IST 2021,2.99,5.72
Fri  1 Jan 01:30:01 IST 2021,18.96,8.01
Fri  1 Jan 02:00:02 IST 2021,13.54,15.4
Fri  1 Jan 02:30:01 IST 2021,12.27,12.96
Fri  1 Jan 03:00:01 IST 2021,8.72,14.5
Fri  1 Jan 03:30:01 IST 2021,6.62,7.88
Fri  1 Jan 04:00:01 IST 2021,15.08,21.27
Fri  1 Jan 04:30:01 IST 2021,18.39,22.41
Fri  1 Jan 05:00:01 IST 2021,23.69,24.8
Fri  1 Jan 05:30:01 IST 2021,17.04,15.58
Fri  1 Jan 06:00:01 IST 2021,16.22,19.78
Fri  1 Jan 06:30:01 IST 2021,16.95,12.43
Fri  1 Jan 07:00:01 IST 2021,11.38,17.38
Fri  1 Jan 07:30:01 IST 2021,15.1,20.23
Fri  1 Jan 08:00:01 IST 2021,16.01,15.4
Fri  1 Jan 08:30:01 IST 2021,4.82,13.82
Fri  1 Jan 09:00:02 IST 2021,16.64,17.01
Fri  1 Jan 09:30:01 IST 2021,1.13,1.16
Fri  1 Jan 10:00:01 IST 2021,7.04,8.13
Fri  1 Jan 10:30:01 IST 2021,1.51,4.54
Fri  1 Jan 11:00:01 IST 2021,20.89,11.71
Fri  1 Jan 11:30:01 IST 2021,4.01,2.91
Fri  1 Jan 12:00:01 IST 2021,1.88,2.25
Fri  1 Jan 12:30:01 IST 2021,1.55,7.13
Fri  1 Jan 13:00:01 IST 2021,9.58,11.87
Fri  1 Jan 13:30:01 IST 2021,16.31,20.99
Fri  1 Jan 14:00:01 IST 2021,9.51,13.59
Fri  1 Jan 14:30:01 IST 2021,5.6,8.35
Fri  1 Jan 15:00:01 IST 2021,3.01,10.95
Fri  1 Jan 15:30:01 IST 2021,3.75,9.01
Fri  1 Jan 16:00:01 IST 2021,15.2,14.36
Fri  1 Jan 16:30:01 IST 2021,14.21,12.18
Fri  1 Jan 17:00:01 IST 2021,2.26,4.28
Fri  1 Jan 17:30:01 IST 2021,4.41,11.7
Fri  1 Jan 18:00:01 IST 2021,9.15,12.06
Fri  1 Jan 18:30:01 IST 2021,3.9,6.45
Fri  1 Jan 19:00:01 IST 2021,10.18,11.44
Fri  1 Jan 19:30:01 IST 2021,3.56,6.46
Fri  1 Jan 20:00:01 IST 2021,4.49,4.34
Fri  1 Jan 20:30:01 IST 2021,14.46,8.44
Fri  1 Jan 21:00:01 IST 2021,9.02,14.29
Fri  1 Jan 21:30:02 IST 2021,4.89,14.42
Fri  1 Jan 22:00:01 IST 2021,16.58,19.24
Fri  1 Jan 22:30:01 IST 2021,15.07,16.65
Fri  1 Jan 23:00:01 IST 2021,11.99,20.87
Fri  1 Jan 23:30:01 IST 2021,5.59,12.49
Sat  2 Jan 00:00:01 IST 2021,17.82,15.95
Sat  2 Jan 00:30:01 IST 2021,18.99,15.3
Sat  2 Jan 01:00:01 IST 2021,15.74,20.52
Sat  2 Jan 01:30:01 IST 2021,16.71,18
Sat  2 Jan 02:00:01 IST 2021,17.83,17.66
Sat  2 Jan 02:30:01 IST 2021,18.01,18.03
Sat  2 Jan 03:00:01 IST 2021,19.88,20.83
Sat  2 Jan 03:30:02 IST 2021,8.29,15.89
Sat  2 Jan 04:00:01 IST 2021,17.76,19.96
Sat  2 Jan 04:30:01 IST 2021,6.38,16.28
Sat  2 Jan 05:00:01 IST 2021,12.02,16.2
Sat  2 Jan 05:30:01 IST 2021,14.95,18.46
Sat  2 Jan 06:00:01 IST 2021,17.88,22.17
Sat  2 Jan 06:30:01 IST 2021,7.2,18.15
Sat  2 Jan 07:00:01 IST 2021,13.76,15.17
